problem3


*********************  Running fminsdp  ********************** 

Calling NLP-solver fmincon for problem with no matrix inequality constraints.

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2687   59780    1.701574e-01   4.826e-08   1.341e-04   5.419e-05   1.501e-03
 2688   59806    1.701574e-01   4.829e-08   1.341e-04   5.418e-05   1.500e-03
 2689   59832    1.701574e-01   4.832e-08   1.341e-04   5.416e-05   1.500e-03
 2690   59858    1.701574e-01   4.835e-08   1.341e-04   5.415e-05   1.500e-03
 2691   59884    1.701574e-01   4.838e-08   1.341e-04   5.414e-05   1.500e-03
 2692   59910    1.701574e-01   4.842e-08   1.341e-04   5.413e-05   1.500e-03
 2693   59936    1.701574e-01   4.845e-08   1.341e-04   5.412e-05   1.499e-03
 2694   59962    1.701574e-01   4.848e-08   1.341e-04   5.410e-05   1.499e-03
 2695   59988    1.701574e-01   4.851e-08   1.341e-04   5.409e-05   1.499e-03
 2696   60014    1.701574e-01   4.854e-08   1.341e-04   5.408e-05   1.499e-03
 2697   60040    1.701574e-01   4.857e-08   1.341e-04   5.407e-05   1.498e-03
 2698   60066    1.701574e-01   4.860e-08   1.341e-04   5.405e-05   1.498e-03
 2699   60092    1.701574e-01   4.863e-08   1.341e-04   5.404e-05   1.498e-03
 2700   60118    1.701574e-01   4.866e-08   1.341e-04   5.403e-05   1.498e-03

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2701   60144    1.701574e-01   4.869e-08   1.341e-04   5.402e-05   1.497e-03
 2702   60170    1.701574e-01   4.872e-08   1.341e-04   5.401e-05   1.497e-03
 2703   60196    1.701574e-01   4.875e-08   1.341e-04   5.399e-05   1.497e-03
 2704   60222    1.701574e-01   4.878e-08   1.341e-04   5.398e-05   1.497e-03
 2705   60248    1.701574e-01   4.881e-08   1.341e-04   5.397e-05   1.497e-03
 2706   60274    1.701574e-01   4.884e-08   1.341e-04   5.396e-05   1.496e-03
 2707   60300    1.701574e-01   4.887e-08   1.341e-04   5.394e-05   1.496e-03
 2708   60326    1.701574e-01   4.890e-08   1.341e-04   5.393e-05   1.496e-03
 2709   60352    1.701574e-01   4.894e-08   1.341e-04   5.392e-05   1.496e-03
 2710   60378    1.701574e-01   4.897e-08   1.341e-04   5.391e-05   1.495e-03
 2711   60404    1.701574e-01   4.900e-08   1.341e-04   5.390e-05   1.495e-03
 2712   60430    1.701574e-01   4.903e-08   1.341e-04   5.388e-05   1.495e-03
 2713   60456    1.701574e-01   4.906e-08   1.341e-04   5.387e-05   1.495e-03
 2714   60482    1.701574e-01   4.909e-08   1.341e-04   5.386e-05   1.495e-03
 2715   60508    1.701574e-01   4.912e-08   1.341e-04   5.385e-05   1.494e-03
 2716   60534    1.701574e-01   4.915e-08   1.341e-04   5.384e-05   1.494e-03
 2717   60560    1.701574e-01   4.918e-08   1.341e-04   5.382e-05   1.494e-03
 2718   60586    1.701574e-01   4.921e-08   1.341e-04   5.381e-05   1.494e-03
 2719   60612    1.701574e-01   4.924e-08   1.341e-04   5.380e-05   1.493e-03
 2720   60638    1.701574e-01   4.927e-08   1.341e-04   5.379e-05   1.493e-03
 2721   60664    1.701574e-01   4.930e-08   1.341e-04   5.378e-05   1.493e-03
 2722   60690    1.701574e-01   4.933e-08   1.341e-04   5.376e-05   1.493e-03
 2723   60716    1.701574e-01   4.936e-08   1.341e-04   5.375e-05   1.492e-03
 2724   60742    1.701574e-01   4.939e-08   1.341e-04   5.374e-05   1.492e-03
 2725   60768    1.701574e-01   4.942e-08   1.341e-04   5.373e-05   1.492e-03
 2726   60794    1.701574e-01   4.945e-08   1.341e-04   5.371e-05   1.492e-03
 2727   60820    1.701574e-01   4.948e-08   1.341e-04   5.370e-05   1.492e-03
 2728   60846    1.701574e-01   4.951e-08   1.341e-04   5.369e-05   1.491e-03
 2729   60872    1.701574e-01   4.954e-08   1.341e-04   5.368e-05   1.491e-03
 2730   60898    1.701574e-01   4.957e-08   1.341e-04   5.367e-05   1.491e-03

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2731   60924    1.701574e-01   4.960e-08   1.341e-04   5.365e-05   1.491e-03
 2732   60950    1.701574e-01   4.963e-08   1.341e-04   5.364e-05   1.490e-03
 2733   60976    1.701574e-01   4.966e-08   1.341e-04   5.363e-05   1.490e-03
 2734   61002    1.701574e-01   4.969e-08   1.341e-04   5.362e-05   1.490e-03
 2735   61028    1.701574e-01   4.972e-08   1.341e-04   5.361e-05   1.490e-03
 2736   61054    1.701574e-01   4.975e-08   1.341e-04   5.359e-05   1.489e-03
 2737   61080    1.701574e-01   4.978e-08   1.341e-04   5.358e-05   1.489e-03
 2738   61106    1.701574e-01   4.981e-08   1.341e-04   5.357e-05   1.489e-03
 2739   61132    1.701574e-01   4.984e-08   1.341e-04   5.356e-05   1.489e-03
 2740   61158    1.701574e-01   4.987e-08   1.341e-04   5.355e-05   1.489e-03
 2741   61184    1.701574e-01   4.990e-08   1.341e-04   5.353e-05   1.488e-03
 2742   61210    1.701574e-01   4.993e-08   1.341e-04   5.352e-05   1.488e-03
 2743   61236    1.701574e-01   4.996e-08   1.341e-04   5.351e-05   1.488e-03
 2744   61262    1.701574e-01   4.999e-08   1.341e-04   5.350e-05   1.488e-03
 2745   61288    1.701574e-01   5.002e-08   1.341e-04   5.349e-05   1.487e-03
 2746   61314    1.701574e-01   5.005e-08   1.341e-04   5.347e-05   1.487e-03
 2747   61340    1.701574e-01   5.008e-08   1.341e-04   5.346e-05   1.487e-03
 2748   61366    1.701574e-01   5.011e-08   1.341e-04   5.345e-05   1.487e-03
 2749   61392    1.701574e-01   5.013e-08   1.341e-04   5.344e-05   1.487e-03
 2750   61418    1.701574e-01   5.016e-08   1.341e-04   5.343e-05   1.486e-03
 2751   61444    1.701574e-01   5.019e-08   1.341e-04   5.342e-05   1.486e-03
 2752   61470    1.701574e-01   5.022e-08   1.341e-04   5.340e-05   1.486e-03
 2753   61496    1.701574e-01   5.025e-08   1.341e-04   5.339e-05   1.486e-03
 2754   61522    1.701574e-01   5.028e-08   1.341e-04   5.338e-05   1.485e-03
 2755   61548    1.701574e-01   5.031e-08   1.341e-04   5.337e-05   1.485e-03
 2756   61574    1.701574e-01   5.034e-08   1.341e-04   5.336e-05   1.485e-03
 2757   61600    1.701574e-01   5.037e-08   1.341e-04   5.334e-05   1.485e-03
 2758   61626    1.701574e-01   5.040e-08   1.341e-04   5.333e-05   1.484e-03
 2759   61652    1.701574e-01   5.043e-08   1.341e-04   5.332e-05   1.484e-03
 2760   61678    1.701574e-01   5.046e-08   1.341e-04   5.331e-05   1.484e-03

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2761   61704    1.701574e-01   5.049e-08   1.341e-04   5.330e-05   1.484e-03
 2762   61730    1.701574e-01   5.052e-08   1.341e-04   5.328e-05   1.484e-03
 2763   61756    1.701574e-01   5.055e-08   1.341e-04   5.327e-05   1.483e-03
 2764   61782    1.701574e-01   5.058e-08   1.341e-04   5.326e-05   1.483e-03
 2765   61808    1.701574e-01   5.061e-08   1.341e-04   5.325e-05   1.483e-03
 2766   61834    1.701574e-01   5.064e-08   1.341e-04   5.324e-05   1.483e-03
 2767   61860    1.701574e-01   5.066e-08   1.341e-04   5.322e-05   1.482e-03
 2768   61886    1.701574e-01   5.069e-08   1.341e-04   5.321e-05   1.482e-03
 2769   61912    1.701574e-01   5.072e-08   1.341e-04   5.320e-05   1.482e-03
 2770   61938    1.701574e-01   5.075e-08   1.341e-04   5.319e-05   1.482e-03
 2771   61964    1.701574e-01   5.078e-08   1.341e-04   5.318e-05   1.482e-03
 2772   61990    1.701574e-01   5.081e-08   1.341e-04   5.317e-05   1.481e-03
 2773   62016    1.701574e-01   5.084e-08   1.341e-04   5.315e-05   1.481e-03
 2774   62042    1.701574e-01   5.087e-08   1.341e-04   5.314e-05   1.481e-03
 2775   62068    1.701574e-01   5.090e-08   1.341e-04   5.313e-05   1.481e-03
 2776   62094    1.701574e-01   5.093e-08   1.341e-04   5.312e-05   1.480e-03
 2777   62120    1.701574e-01   5.096e-08   1.341e-04   5.311e-05   1.480e-03
 2778   62146    1.701574e-01   5.099e-08   1.341e-04   5.309e-05   1.480e-03
 2779   62172    1.701574e-01   5.101e-08   1.341e-04   5.308e-05   1.480e-03
 2780   62198    1.701574e-01   5.104e-08   1.341e-04   5.307e-05   1.480e-03
 2781   62224    1.701574e-01   5.107e-08   1.341e-04   5.306e-05   1.479e-03
 2782   62250    1.701574e-01   5.110e-08   1.341e-04   5.305e-05   1.479e-03
 2783   62276    1.701574e-01   5.113e-08   1.341e-04   5.304e-05   1.479e-03
 2784   62302    1.701574e-01   5.116e-08   1.341e-04   5.302e-05   1.479e-03
 2785   62328    1.701574e-01   5.119e-08   1.341e-04   5.301e-05   1.478e-03
 2786   62354    1.701574e-01   5.122e-08   1.341e-04   5.300e-05   1.478e-03
 2787   62380    1.701574e-01   5.125e-08   1.341e-04   5.299e-05   1.478e-03
 2788   62406    1.701574e-01   5.127e-08   1.341e-04   5.298e-05   1.478e-03
 2789   62432    1.701574e-01   5.130e-08   1.341e-04   5.297e-05   1.477e-03
 2790   62458    1.701574e-01   5.133e-08   1.341e-04   5.295e-05   1.477e-03

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2791   62484    1.701574e-01   5.136e-08   1.341e-04   5.294e-05   1.477e-03
 2792   62510    1.701574e-01   5.139e-08   1.341e-04   5.293e-05   1.477e-03
 2793   62536    1.701574e-01   5.142e-08   1.341e-04   5.292e-05   1.477e-03
 2794   62562    1.701574e-01   5.145e-08   1.341e-04   5.291e-05   1.476e-03
 2795   62588    1.701574e-01   5.148e-08   1.341e-04   5.289e-05   1.476e-03
 2796   62614    1.701574e-01   5.150e-08   1.341e-04   5.288e-05   1.476e-03
 2797   62640    1.701574e-01   5.153e-08   1.341e-04   5.287e-05   1.476e-03
 2798   62666    1.701574e-01   5.156e-08   1.341e-04   5.286e-05   1.475e-03
 2799   62692    1.701574e-01   5.159e-08   1.341e-04   5.285e-05   1.475e-03
 2800   62718    1.701574e-01   5.162e-08   1.341e-04   5.284e-05   1.475e-03
 2801   62744    1.701574e-01   5.165e-08   1.341e-04   5.282e-05   1.475e-03
 2802   62770    1.701574e-01   5.168e-08   1.341e-04   5.281e-05   1.475e-03
 2803   62796    1.701574e-01   5.171e-08   1.341e-04   5.280e-05   1.474e-03
 2804   62809    1.701573e-01   8.658e-09   1.977e-02   7.495e-03   1.533e-03
 2805   62825    1.701573e-01   9.187e-09   6.782e-03   2.339e-03   1.545e-03
 2806   62841    1.701573e-01   9.758e-09   6.782e-03   2.394e-03   1.557e-03
 2807   62857    1.701573e-01   1.028e-08   6.782e-03   2.353e-03   1.566e-03
 2808   62873    1.701573e-01   1.076e-08   6.782e-03   2.314e-03   1.574e-03
 2809   62889    1.701573e-01   1.120e-08   6.782e-03   2.276e-03   1.581e-03
 2810   62905    1.701573e-01   1.161e-08   6.782e-03   2.240e-03   1.585e-03
 2811   62921    1.701573e-01   1.198e-08   6.782e-03   2.205e-03   1.589e-03
 2812   62937    1.701572e-01   1.232e-08   6.782e-03   2.171e-03   1.590e-03
 2813   62953    1.701572e-01   1.283e-08   6.782e-03   2.138e-03   1.591e-03
 2814   62969    1.701572e-01   1.343e-08   6.782e-03   2.107e-03   1.591e-03
 2815   62985    1.701572e-01   1.426e-08   6.782e-03   2.076e-03   1.589e-03
 2816   63001    1.701572e-01   1.503e-08   6.782e-03   2.046e-03   1.587e-03
 2817   63017    1.701572e-01   1.576e-08   6.782e-03   2.017e-03   1.584e-03
 2818   63032    1.701572e-01   1.790e-08   9.689e-03   2.832e-03   1.578e-03
 2819   63047    1.701572e-01   1.981e-08   9.689e-03   2.759e-03   1.570e-03
 2820   63062    1.701571e-01   2.157e-08   9.689e-03   2.706e-03   1.561e-03

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2821   63077    1.701571e-01   2.317e-08   9.689e-03   2.654e-03   1.550e-03
 2822   63092    1.701571e-01   2.464e-08   9.689e-03   2.604e-03   1.539e-03
 2823   63107    1.701571e-01   2.599e-08   9.689e-03   2.556e-03   1.526e-03
 2824   63122    1.701571e-01   2.723e-08   9.689e-03   2.510e-03   1.513e-03
 2825   63137    1.701571e-01   2.836e-08   9.689e-03   2.466e-03   1.498e-03
 2826   63152    1.701571e-01   2.939e-08   9.689e-03   2.423e-03   1.484e-03
 2827   63167    1.701571e-01   3.034e-08   9.689e-03   2.382e-03   1.468e-03
 2828   63182    1.701570e-01   3.121e-08   9.689e-03   2.343e-03   1.453e-03
 2829   63197    1.701570e-01   3.200e-08   9.689e-03   2.304e-03   1.436e-03
 2830   63211    1.701570e-01   3.457e-08   1.384e-02   3.229e-03   1.412e-03
 2831   63225    1.701570e-01   3.680e-08   1.384e-02   3.135e-03   1.387e-03
 2832   63239    1.701570e-01   3.879e-08   1.384e-02   3.064e-03   1.362e-03
 2833   63253    1.701570e-01   4.055e-08   1.384e-02   2.996e-03   1.336e-03
 2834   63267    1.701570e-01   4.213e-08   1.384e-02   2.931e-03   1.309e-03
 2835   63281    1.701569e-01   4.352e-08   1.384e-02   2.868e-03   1.283e-03
 2836   63295    1.701569e-01   4.476e-08   1.384e-02   2.808e-03   1.256e-03
 2837   63309    1.701569e-01   4.585e-08   1.384e-02   2.751e-03   1.229e-03
 2838   63323    1.701569e-01   4.680e-08   1.384e-02   2.695e-03   1.202e-03
 2839   63337    1.701569e-01   4.764e-08   1.384e-02   2.642e-03   1.175e-03
 2840   63350    1.701569e-01   5.073e-08   1.977e-02   3.690e-03   1.137e-03
 2841   63363    1.701569e-01   5.331e-08   1.977e-02   3.564e-03   1.098e-03
 2842   63376    1.701569e-01   5.550e-08   1.977e-02   3.467e-03   1.060e-03
 2843   63389    1.701568e-01   5.736e-08   1.977e-02   3.375e-03   1.022e-03
 2844   63402    1.701568e-01   5.893e-08   1.977e-02   3.286e-03   9.849e-04
 2845   63415    1.701568e-01   6.024e-08   1.977e-02   3.202e-03   9.615e-04
 2846   63428    1.701568e-01   6.131e-08   1.977e-02   3.121e-03   9.441e-04
 2847   63441    1.701568e-01   6.218e-08   1.977e-02   3.044e-03   9.267e-04
 2848   63454    1.701568e-01   6.286e-08   1.977e-02   2.970e-03   9.095e-04
 2849   63467    1.701568e-01   6.338e-08   1.977e-02   2.899e-03   8.925e-04
 2850   63480    1.701568e-01   6.376e-08   1.977e-02   2.831e-03   8.756e-04

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2851   63493    1.701568e-01   6.401e-08   1.977e-02   2.765e-03   8.591e-04
 2852   63506    1.701567e-01   6.414e-08   1.977e-02   2.703e-03   8.427e-04
 2853   63519    1.701567e-01   6.417e-08   1.977e-02   2.643e-03   8.267e-04
 2854   63532    1.701567e-01   6.410e-08   1.977e-02   2.584e-03   8.109e-04
 2855   63544    1.701567e-01   6.555e-08   2.825e-02   3.603e-03   7.886e-04
 2856   63556    1.701567e-01   6.658e-08   2.825e-02   3.470e-03   7.668e-04
 2857   63568    1.701567e-01   6.729e-08   2.825e-02   3.363e-03   7.454e-04
 2858   63580    1.701567e-01   6.773e-08   2.825e-02   3.260e-03   7.246e-04
 2859   63592    1.701567e-01   6.794e-08   2.825e-02   3.163e-03   7.043e-04
 2860   63604    1.701567e-01   6.795e-08   2.825e-02   3.069e-03   6.846e-04
 2861   63616    1.701567e-01   6.778e-08   2.825e-02   2.980e-03   6.655e-04
 2862   63628    1.701566e-01   6.746e-08   2.825e-02   2.895e-03   6.469e-04
 2863   63640    1.701566e-01   6.701e-08   2.825e-02   2.813e-03   6.289e-04
 2864   63651    1.701566e-01   6.818e-08   4.035e-02   3.897e-03   6.038e-04
 2865   63662    1.701566e-01   6.874e-08   4.035e-02   3.717e-03   5.797e-04
 2866   63673    1.701566e-01   6.889e-08   4.035e-02   3.569e-03   5.565e-04
 2867   63684    1.701566e-01   6.868e-08   4.035e-02   3.429e-03   5.344e-04
 2868   63695    1.701566e-01   6.817e-08   4.035e-02   3.297e-03   5.132e-04
 2869   63706    1.701566e-01   6.743e-08   4.035e-02   3.171e-03   4.930e-04
 2870   63717    1.701566e-01   6.649e-08   4.035e-02   3.052e-03   4.737e-04
 2871   63727    1.701566e-01   6.728e-08   5.765e-02   4.188e-03   4.474e-04
 2872   63737    1.701566e-01   6.719e-08   5.765e-02   3.937e-03   4.225e-04
 2873   63747    1.701566e-01   6.653e-08   5.765e-02   3.730e-03   3.993e-04
 2874   63757    1.701566e-01   6.541e-08   5.765e-02   3.536e-03   3.775e-04
 2875   63767    1.701566e-01   6.395e-08   5.765e-02   3.355e-03   3.573e-04
 2876   63776    1.701565e-01   6.444e-08   8.235e-02   4.539e-03   3.366e-04
 2877   63785    1.701565e-01   6.357e-08   8.235e-02   4.176e-03   3.638e-04
 2878   63794    1.701565e-01   6.188e-08   8.235e-02   3.878e-03   3.950e-04
 2879   63803    1.701565e-01   5.962e-08   8.235e-02   3.605e-03   4.241e-04
 2880   63811    1.701565e-01   5.927e-08   1.176e-01   4.783e-03   4.628e-04

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2881   63819    1.701565e-01   5.700e-08   1.176e-01   4.269e-03   4.973e-04
 2882   63826    1.701565e-01   5.750e-08   1.681e-01   5.491e-03   5.527e-04
 2883   63833    1.701565e-01   5.401e-08   1.681e-01   4.673e-03   6.117e-04
 2884   63839    1.701565e-01   5.275e-08   2.401e-01   5.765e-03   6.122e-04
 2885   63844    1.701565e-01   5.191e-08   3.430e-01   6.548e-03   6.151e-04
 2886   63848    1.701565e-01   4.527e-08   4.900e-01   6.718e-03   6.210e-04
 2887   63850    1.701565e-01   4.011e-08   1.000e+00   8.560e-03   6.332e-04
 2888   63852    1.701565e-01   1.138e-09   1.000e+00   2.571e-03   6.396e-04
 2889   63859    1.701565e-01   1.194e-09   1.681e-01   1.486e-03   6.437e-04
 2890   63868    1.701565e-01   1.274e-09   8.235e-02   1.304e-03   6.467e-04
 2891   63878    1.701565e-01   1.326e-09   5.765e-02   1.160e-03   6.478e-04
 2892   63888    1.701565e-01   1.405e-09   5.765e-02   1.274e-03   6.466e-04
 2893   63897    1.701565e-01   1.707e-09   8.235e-02   1.861e-03   6.403e-04
 2894   63906    1.701565e-01   1.877e-09   8.235e-02   1.810e-03   6.749e-04
 2895   63915    1.701565e-01   1.942e-09   8.235e-02   1.753e-03   7.199e-04
 2896   63924    1.701565e-01   1.935e-09   8.235e-02   1.696e-03   7.623e-04
 2897   63933    1.701565e-01   1.881e-09   8.235e-02   1.642e-03   7.854e-04
 2898   63942    1.701565e-01   1.799e-09   8.235e-02   1.589e-03   7.596e-04
 2899   63951    1.701565e-01   1.703e-09   8.235e-02   1.535e-03   7.315e-04
 2900   63959    1.701565e-01   1.610e-09   1.176e-01   2.115e-03   6.890e-04
 2901   63967    1.701565e-01   1.489e-09   1.176e-01   1.958e-03   6.465e-04
 2902   63975    1.701565e-01   1.358e-09   1.176e-01   1.811e-03   6.044e-04
 2903   63983    1.701565e-01   1.227e-09   1.176e-01   1.673e-03   5.632e-04
 2904   63990    1.701565e-01   1.075e-09   1.681e-01   2.207e-03   5.060e-04
 2905   63997    1.701565e-01   1.044e-09   1.681e-01   1.921e-03   4.538e-04
 2906   64003    1.701565e-01   1.123e-09   2.401e-01   2.392e-03   3.859e-04
 2907   64008    1.701565e-01   1.198e-09   3.430e-01   2.739e-03   3.412e-04
 2908   64012    1.701565e-01   1.034e-09   4.900e-01   2.762e-03   4.082e-04
 2909   64014    1.701565e-01   5.951e-10   1.000e+00   3.296e-03   4.783e-04
 2910   64016    1.701565e-01   7.345e-13   1.000e+00   5.706e-04   4.525e-04

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2911   64020    1.701565e-01   7.742e-12   4.900e-01   9.000e-04   4.033e-04
 2912   64023    1.701565e-01   6.100e-12   7.000e-01   6.777e-04   3.606e-04
 2913   64025    1.701565e-01   5.893e-13   1.000e+00   3.036e-04   3.409e-04
 2914   64027    1.701565e-01   4.783e-13   1.000e+00   1.889e-04   3.343e-04
 2915   64031    1.701565e-01   2.711e-12   4.900e-01   2.930e-04   3.284e-04
 2916   64037    1.701565e-01   5.109e-12   2.401e-01   3.041e-04   3.234e-04
 2917   64044    1.701565e-01   1.042e-11   1.681e-01   3.794e-04   3.168e-04
 2918   64052    1.701565e-01   1.646e-11   1.176e-01   3.987e-04   3.091e-04
 2919   64060    1.701565e-01   3.337e-11   1.176e-01   5.503e-04   2.968e-04
 2920   64069    1.701565e-01   4.346e-11   8.235e-02   4.902e-04   2.843e-04
 2921   64078    1.701565e-01   6.358e-11   8.235e-02   6.148e-04   2.663e-04
 2922   64087    1.701565e-01   9.633e-11   8.235e-02   7.432e-04   2.418e-04
 2923   64097    1.701565e-01   1.096e-10   5.765e-02   6.150e-04   2.193e-04
 2924   64107    1.701565e-01   1.300e-10   5.765e-02   7.338e-04   1.897e-04
 2925   64117    1.701565e-01   1.571e-10   5.765e-02   8.632e-04   1.522e-04
 2926   64127    1.701565e-01   1.891e-10   5.765e-02   1.006e-03   1.056e-04
 2927   64137    1.701565e-01   2.222e-10   5.765e-02   1.164e-03   9.403e-05
 2928   64147    1.701565e-01   2.505e-10   5.765e-02   1.341e-03   9.477e-05
 2929   64157    1.701565e-01   2.650e-10   5.765e-02   1.539e-03   9.972e-05
 2930   64167    1.701565e-01   2.565e-10   5.765e-02   1.761e-03   1.940e-04
 2931   64177    1.701565e-01   3.729e-10   5.765e-02   2.009e-03   3.034e-04
 2932   64187    1.701565e-01   5.596e-10   5.765e-02   2.286e-03   3.117e-04
 2933   64197    1.701565e-01   8.561e-10   5.765e-02   2.592e-03   2.837e-04
 2934   64208    1.701565e-01   9.993e-10   4.035e-02   2.053e-03   2.602e-04
 2935   64220    1.701565e-01   1.071e-09   2.825e-02   1.644e-03   3.102e-04
 2936   64232    1.701565e-01   1.201e-09   2.825e-02   1.874e-03   3.010e-04
 2937   64245    1.701565e-01   1.261e-09   1.977e-02   1.476e-03   2.986e-04
 2938   64258    1.701565e-01   1.363e-09   1.977e-02   1.653e-03   3.424e-04
 2939   64272    1.701565e-01   1.406e-09   1.384e-02   1.278e-03   3.772e-04
 2940   64286    1.701565e-01   1.474e-09   1.384e-02   1.403e-03   4.139e-04

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2941   64300    1.701565e-01   1.571e-09   1.384e-02   1.520e-03   4.521e-04
 2942   64315    1.701565e-01   1.607e-09   9.689e-03   1.143e-03   4.795e-04
 2943   64330    1.701565e-01   1.657e-09   9.689e-03   1.222e-03   5.073e-04
 2944   64345    1.701565e-01   1.721e-09   9.689e-03   1.290e-03   5.351e-04
 2945   64360    1.701565e-01   1.799e-09   9.689e-03   1.352e-03   5.625e-04
 2946   64375    1.701565e-01   1.892e-09   9.689e-03   1.408e-03   5.892e-04
 2947   64391    1.701565e-01   1.921e-09   6.782e-03   1.021e-03   6.072e-04
 2948   64407    1.701565e-01   1.956e-09   6.782e-03   1.056e-03   6.246e-04
 2949   64423    1.701565e-01   1.995e-09   6.782e-03   1.081e-03   6.409e-04
 2950   64439    1.701565e-01   2.038e-09   6.782e-03   1.103e-03   6.562e-04
 2951   64455    1.701565e-01   2.083e-09   6.782e-03   1.120e-03   6.703e-04
 2952   64471    1.701565e-01   2.130e-09   6.782e-03   1.133e-03   6.831e-04
 2953   64487    1.701565e-01   2.179e-09   6.782e-03   1.142e-03   6.946e-04
 2954   64503    1.701565e-01   2.228e-09   6.782e-03   1.149e-03   7.047e-04
 2955   64519    1.701565e-01   2.277e-09   6.782e-03   1.152e-03   7.134e-04
 2956   64535    1.701565e-01   2.326e-09   6.782e-03   1.153e-03   7.207e-04
 2957   64551    1.701565e-01   2.374e-09   6.782e-03   1.151e-03   7.266e-04
 2958   64567    1.701565e-01   2.421e-09   6.782e-03   1.147e-03   7.313e-04
 2959   64583    1.701565e-01   2.465e-09   6.782e-03   1.142e-03   7.346e-04
 2960   64599    1.701565e-01   2.508e-09   6.782e-03   1.135e-03   7.368e-04
 2961   64615    1.701565e-01   2.548e-09   6.782e-03   1.126e-03   7.378e-04
 2962   64631    1.701565e-01   2.586e-09   6.782e-03   1.117e-03   7.378e-04
 2963   64647    1.701565e-01   2.622e-09   6.782e-03   1.106e-03   7.367e-04
 2964   64663    1.701565e-01   2.677e-09   6.782e-03   1.095e-03   7.348e-04
 2965   64679    1.701565e-01   2.748e-09   6.782e-03   1.084e-03   7.320e-04
 2966   64695    1.701565e-01   2.815e-09   6.782e-03   1.072e-03   7.284e-04
 2967   64711    1.701565e-01   2.880e-09   6.782e-03   1.060e-03   7.241e-04
 2968   64727    1.701565e-01   2.942e-09   6.782e-03   1.048e-03   7.193e-04
 2969   64743    1.701565e-01   3.001e-09   6.782e-03   1.035e-03   7.138e-04
 2970   64759    1.701565e-01   3.057e-09   6.782e-03   1.023e-03   7.079e-04

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
 2971   64775    1.701564e-01   3.110e-09   6.782e-03   1.011e-03   7.016e-04
 2972   64791    1.701564e-01   3.159e-09   6.782e-03   9.984e-04   6.949e-04
 2973   64807    1.701564e-01   3.206e-09   6.782e-03   9.863e-04   6.878e-04
 2974   64823    1.701564e-01   3.250e-09   6.782e-03   9.745e-04   6.805e-04
 2975   64839    1.701564e-01   3.292e-09   6.782e-03   9.629e-04   6.729e-04
 2976   64855    1.701564e-01   3.330e-09   6.782e-03   9.515e-04   6.652e-04
 2977   64871    1.701564e-01   3.367e-09   6.782e-03   9.403e-04   6.573e-04
 2978   64887    1.701564e-01   3.400e-09   6.782e-03   9.293e-04   6.492e-04
 2979   64903    1.701564e-01   3.432e-09   6.782e-03   9.186e-04   6.411e-04
 2980   64918    1.701564e-01   3.552e-09   9.689e-03   1.295e-03   6.292e-04
 2981   64933    1.701564e-01   3.660e-09   9.689e-03   1.267e-03   6.171e-04
 2982   64948    1.701564e-01   3.759e-09   9.689e-03   1.246e-03   6.048e-04
 2983   64963    1.701564e-01   3.850e-09   9.689e-03   1.226e-03   5.925e-04
 2984   64978    1.701564e-01   3.934e-09   9.689e-03   1.206e-03   5.801e-04
 2985   64993    1.701564e-01   4.011e-09   9.689e-03   1.187e-03   5.677e-04
 2986   65008    1.701564e-01   4.081e-09   9.689e-03   1.168e-03   5.553e-04
 2987   65023    1.701564e-01   4.145e-09   9.689e-03   1.151e-03   5.430e-04
 2988   65038    1.701564e-01   4.203e-09   9.689e-03   1.133e-03   5.308e-04
 2989   65053    1.701564e-01   4.255e-09   9.689e-03   1.116e-03   5.187e-04
 2990   65068    1.701564e-01   4.303e-09   9.689e-03   1.100e-03   5.067e-04
 2991   65083    1.701564e-01   4.346e-09   9.689e-03   1.084e-03   4.950e-04
 2992   65098    1.701564e-01   4.384e-09   9.689e-03   1.069e-03   4.833e-04
 2993   65113    1.701564e-01   4.418e-09   9.689e-03   1.054e-03   4.719e-04
 2994   65128    1.701564e-01   4.448e-09   9.689e-03   1.040e-03   4.607e-04
 2995   65143    1.701564e-01   4.475e-09   9.689e-03   1.026e-03   4.497e-04
 2996   65158    1.701564e-01   4.498e-09   9.689e-03   1.012e-03   4.389e-04
 2997   65173    1.701564e-01   4.518e-09   9.689e-03   9.985e-04   4.283e-04
 2998   65188    1.701564e-01   4.535e-09   9.689e-03   9.856e-04   4.179e-04
 2999   65203    1.701564e-01   4.549e-09   9.689e-03   9.729e-04   4.077e-04
