problem6


*********************  Running fminsdp  ********************** 

Calling NLP-solver fmincon for problem with no matrix inequality constraints.

 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
   9 -4.7496314e-01 1.12e-03 2.57e-02  -7.2 1.43e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10 -4.7649559e-01 2.24e-01 6.83e-02  -7.6 1.88e+00    -  1.00e+00 1.00e+00h  1
  11 -4.7652054e-01 2.22e-01 3.05e+00  -7.7 1.65e+00    -  4.38e-02 7.13e-03h  1
  12 -4.7842956e-01 6.01e-02 6.07e+01  -7.7 6.88e-01    -  2.43e-01 1.00e+00f  1
  13 -4.7828205e-01 2.49e-02 4.26e+00  -7.7 3.11e-01    -  8.75e-01 7.32e-01h  1
  14 -4.7917918e-01 2.99e-02 1.97e+01  -5.7 6.77e-01    -  1.00e+00 4.20e-01f  1
  15 -4.8588282e-01 1.34e-01 1.04e+02  -4.6 9.78e-01    -  1.00e+00 6.06e-01h  1
  16 -4.9216266e-01 6.41e-02 5.25e-02  -4.9 4.32e-01    -  1.00e+00 1.00e+00h  1
  17 -4.7848368e-01 9.58e-03 7.93e-02  -4.6 1.44e-01    -  1.00e+00 1.00e+00h  1
  18 -4.7769783e-01 3.54e-03 3.34e-02  -4.9 1.13e-01    -  1.00e+00 1.00e+00h  1
