problem1a
*********** generating gradients please wait ***********


*********************  Running fminsdp  ********************** 

Calling NLP-solver fmincon for problem with no matrix inequality constraints.

 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
  303        6749    7.615976e-01     1.700e-08     1.916e-04     2.451e-05     8.898e-03  
  304        6775    7.615976e-01     1.709e-08     1.916e-04     2.584e-05     8.892e-03  
  305        6801    7.615976e-01     1.719e-08     1.916e-04     2.708e-05     8.886e-03  
  306        6827    7.615976e-01     1.729e-08     1.916e-04     2.823e-05     8.880e-03  
  307        6853    7.615976e-01     1.741e-08     1.916e-04     2.930e-05     8.874e-03  
  308        6879    7.615976e-01     1.753e-08     1.916e-04     3.030e-05     8.867e-03  
  309        6905    7.615976e-01     1.766e-08     1.916e-04     3.123e-05     8.860e-03  
  310        6931    7.615976e-01     1.780e-08     1.916e-04     3.209e-05     8.853e-03  
  311        6957    7.615976e-01     1.794e-08     1.916e-04     3.289e-05     8.846e-03  
  312        6983    7.615976e-01     1.810e-08     1.916e-04     3.364e-05     8.839e-03  
  313        7009    7.615976e-01     1.826e-08     1.916e-04     3.434e-05     8.832e-03  
  314        7035    7.615976e-01     1.842e-08     1.916e-04     3.499e-05     8.824e-03  
  315        7061    7.615976e-01     1.859e-08     1.916e-04     3.561e-05     8.816e-03  
  316        7088    7.615976e-01     1.868e-08     1.341e-04     2.533e-05     8.811e-03  
  317        7115    7.615976e-01     1.877e-08     1.341e-04     2.582e-05     8.805e-03  
  318        7142    7.615976e-01     1.886e-08     1.341e-04     2.614e-05     8.800e-03  
  319        7169    7.615976e-01     1.896e-08     1.341e-04     2.645e-05     8.794e-03  
  320        7196    7.615976e-01     1.905e-08     1.341e-04     2.675e-05     8.788e-03  
  321        7223    7.615976e-01     1.915e-08     1.341e-04     2.704e-05     8.783e-03  
  322        7250    7.615976e-01     1.925e-08     1.341e-04     2.732e-05     8.777e-03  
  323        7277    7.615976e-01     1.936e-08     1.341e-04     2.760e-05     8.771e-03  
  324        7304    7.615976e-01     1.946e-08     1.341e-04     2.787e-05     8.765e-03  
  325        7331    7.615976e-01     1.957e-08     1.341e-04     2.814e-05     8.759e-03  
  326        7358    7.615976e-01     1.968e-08     1.341e-04     2.841e-05     8.753e-03  
  327        7385    7.615976e-01     1.979e-08     1.341e-04     2.868e-05     8.746e-03  
  328        7412    7.615976e-01     1.990e-08     1.341e-04     2.895e-05     8.740e-03  
  329        7439    7.615976e-01     2.002e-08     1.341e-04     2.922e-05     8.734e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  330        7466    7.615976e-01     2.014e-08     1.341e-04     2.949e-05     8.728e-03  
  331        7493    7.615976e-01     2.026e-08     1.341e-04     2.977e-05     8.721e-03  
  332        7520    7.615976e-01     2.038e-08     1.341e-04     3.006e-05     8.715e-03  
  333        7547    7.615976e-01     2.051e-08     1.341e-04     3.035e-05     8.708e-03  
  334        7574    7.615976e-01     2.064e-08     1.341e-04     3.065e-05     8.702e-03  
  335        7601    7.615976e-01     2.077e-08     1.341e-04     3.096e-05     8.695e-03  
  336        7628    7.615976e-01     2.090e-08     1.341e-04     3.127e-05     8.688e-03  
  337        7655    7.615976e-01     2.104e-08     1.341e-04     3.159e-05     8.682e-03  
  338        7682    7.615976e-01     2.118e-08     1.341e-04     3.193e-05     8.675e-03  
  339        7709    7.615976e-01     2.132e-08     1.341e-04     3.227e-05     8.668e-03  
  340        7736    7.615976e-01     2.146e-08     1.341e-04     3.262e-05     8.661e-03  
  341        7763    7.615976e-01     2.161e-08     1.341e-04     3.299e-05     8.654e-03  
  342        7790    7.615976e-01     2.177e-08     1.341e-04     3.337e-05     8.647e-03  
  343        7817    7.615976e-01     2.192e-08     1.341e-04     3.377e-05     8.639e-03  
  344        7844    7.615976e-01     2.208e-08     1.341e-04     3.417e-05     8.632e-03  
  345        7871    7.615976e-01     2.225e-08     1.341e-04     3.460e-05     8.625e-03  
  346        7898    7.615976e-01     2.242e-08     1.341e-04     3.504e-05     8.617e-03  
  347        7926    7.615976e-01     2.250e-08     9.387e-05     2.485e-05     8.612e-03  
  348        7954    7.615976e-01     2.259e-08     9.387e-05     2.536e-05     8.607e-03  
  349        7982    7.615976e-01     2.268e-08     9.387e-05     2.569e-05     8.601e-03  
  350        8010    7.615976e-01     2.277e-08     9.387e-05     2.603e-05     8.596e-03  
  351        8038    7.615976e-01     2.287e-08     9.387e-05     2.638e-05     8.590e-03  
  352        8066    7.615976e-01     2.297e-08     9.387e-05     2.674e-05     8.584e-03  
  353        8094    7.615976e-01     2.307e-08     9.387e-05     2.712e-05     8.578e-03  
  354        8122    7.615976e-01     2.317e-08     9.387e-05     2.752e-05     8.573e-03  
  355        8150    7.615976e-01     2.328e-08     9.387e-05     2.793e-05     8.567e-03  
  356        8178    7.615976e-01     2.339e-08     9.387e-05     2.835e-05     8.561e-03  
  357        8206    7.615976e-01     2.350e-08     9.387e-05     2.880e-05     8.554e-03  
  358        8234    7.615976e-01     2.362e-08     9.387e-05     2.927e-05     8.548e-03  
  359        8262    7.615976e-01     2.374e-08     9.387e-05     2.976e-05     8.542e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  360        8290    7.615976e-01     2.387e-08     9.387e-05     3.027e-05     8.535e-03  
  361        8318    7.615976e-01     2.400e-08     9.387e-05     3.081e-05     8.529e-03  
  362        8346    7.615976e-01     2.414e-08     9.387e-05     3.138e-05     8.522e-03  
  363        8374    7.615976e-01     2.428e-08     9.387e-05     3.198e-05     8.515e-03  
  364        8402    7.615976e-01     2.443e-08     9.387e-05     3.261e-05     8.508e-03  
  365        8430    7.615976e-01     2.458e-08     9.387e-05     3.327e-05     8.501e-03  
  366        8458    7.615976e-01     2.474e-08     9.387e-05     3.398e-05     8.494e-03  
  367        8487    7.615976e-01     2.482e-08     6.571e-05     2.431e-05     8.489e-03  
  368        8516    7.615976e-01     2.491e-08     6.571e-05     2.508e-05     8.483e-03  
  369        8545    7.615976e-01     2.500e-08     6.571e-05     2.560e-05     8.478e-03  
  370        8574    7.615976e-01     2.509e-08     6.571e-05     2.615e-05     8.472e-03  
  371        8603    7.615976e-01     2.519e-08     6.571e-05     2.674e-05     8.467e-03  
  372        8632    7.615976e-01     2.530e-08     6.571e-05     2.737e-05     8.461e-03  
  373        8661    7.615976e-01     2.541e-08     6.571e-05     2.804e-05     8.455e-03  
  374        8679    7.615976e-01     3.379e-08     4.748e-03     2.062e-03     8.019e-03  
  375        8682    7.615975e-01     4.402e-09     1.000e+00     2.151e-03     2.342e-03  
  376        8691    7.615975e-01     1.070e-08     1.176e-01     1.439e-03     1.919e-03  
  377        8704    7.615975e-01     1.435e-08     2.825e-02     8.201e-04     1.871e-03  
  378        8719    7.615975e-01     1.924e-08     1.384e-02     7.169e-04     1.852e-03  
  379        8736    7.615975e-01     1.352e-08     4.748e-03     4.480e-04     1.846e-03  
  380        8762    7.615975e-01     1.378e-08     1.916e-04     3.957e-05     1.846e-03  
  381        8792    7.615975e-01     1.396e-08     4.600e-05     3.419e-05     1.846e-03  
  382        8822    7.615975e-01     1.424e-08     4.600e-05     4.167e-05     1.848e-03  
  383        8852    7.615975e-01     1.452e-08     4.600e-05     4.168e-05     1.850e-03  
  384        8882    7.615975e-01     1.480e-08     4.600e-05     4.168e-05     1.852e-03  
  385        8913    7.615975e-01     1.494e-08     3.220e-05     2.918e-05     1.854e-03  
  386        8944    7.615975e-01     1.507e-08     3.220e-05     2.918e-05     1.855e-03  
  387        8975    7.615975e-01     1.521e-08     3.220e-05     2.918e-05     1.856e-03  
  388        9006    7.615975e-01     1.535e-08     3.220e-05     2.918e-05     1.856e-03  
  389        9037    7.615975e-01     1.548e-08     3.220e-05     2.919e-05     1.857e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  390        9068    7.615975e-01     1.562e-08     3.220e-05     2.919e-05     1.857e-03  
  391        9099    7.615975e-01     1.576e-08     3.220e-05     2.919e-05     1.856e-03  
  392        9130    7.615975e-01     1.589e-08     3.220e-05     2.919e-05     1.854e-03  
  393        9161    7.615975e-01     1.603e-08     3.220e-05     2.920e-05     1.847e-03  
  394        9192    7.615975e-01     1.617e-08     3.220e-05     2.920e-05     1.821e-03  
  395        9221    7.615975e-01     1.635e-08     6.571e-05     3.397e-05     1.738e-03  
  396        9250    7.615975e-01     1.648e-08     6.571e-05     2.915e-05     1.680e-03  
  397        9281    7.615975e-01     1.662e-08     3.220e-05     2.925e-05     1.668e-03  
  398        9312    7.615975e-01     1.676e-08     3.220e-05     2.927e-05     1.666e-03  
  399        9343    7.615975e-01     1.689e-08     3.220e-05     2.929e-05     1.664e-03  
  400        9374    7.615975e-01     1.703e-08     3.220e-05     2.931e-05     1.662e-03  
  401        9405    7.615975e-01     1.717e-08     3.220e-05     2.932e-05     1.652e-03  
  402        9436    7.615975e-01     1.730e-08     3.220e-05     2.935e-05     1.645e-03  
  403        9464    7.615975e-01     1.747e-08     9.387e-05     3.222e-05     1.774e-03  
  404        9491    7.615975e-01     1.767e-08     1.341e-04     3.629e-05     1.920e-03  
  405        9522    7.615975e-01     1.781e-08     3.220e-05     2.943e-05     1.914e-03  
  406        9553    7.615975e-01     1.794e-08     3.220e-05     2.946e-05     1.908e-03  
  407        9584    7.615975e-01     1.808e-08     3.220e-05     2.948e-05     1.902e-03  
  408        9615    7.615975e-01     1.821e-08     3.220e-05     2.951e-05     1.897e-03  
  409        9646    7.615975e-01     1.835e-08     3.220e-05     2.953e-05     1.891e-03  
  410        9677    7.615975e-01     1.849e-08     3.220e-05     2.956e-05     1.885e-03  
  411        9708    7.615975e-01     1.860e-08     3.220e-05     2.732e-05     1.880e-03  
  412        9736    7.615975e-01     1.874e-08     9.387e-05     3.014e-05     1.874e-03  
  413        9762    7.615975e-01     1.894e-08     1.916e-04     3.603e-05     1.867e-03  
  414        9793    7.615975e-01     1.907e-08     3.220e-05     2.966e-05     1.861e-03  
  415        9824    7.615975e-01     1.921e-08     3.220e-05     2.969e-05     1.855e-03  
  416        9855    7.615975e-01     1.935e-08     3.220e-05     2.970e-05     1.849e-03  
  417        9886    7.615975e-01     1.948e-08     3.220e-05     2.973e-05     1.843e-03  
  418        9917    7.615975e-01     1.962e-08     3.220e-05     2.978e-05     1.837e-03  
  419        9948    7.615975e-01     1.975e-08     3.220e-05     2.983e-05     1.831e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  420        9979    7.615975e-01     1.989e-08     3.220e-05     2.987e-05     1.825e-03  
  421       10010    7.615975e-01     2.002e-08     3.220e-05     2.990e-05     1.819e-03  
  422       10041    7.615975e-01     2.016e-08     3.220e-05     2.993e-05     1.813e-03  
  423       10072    7.615975e-01     2.029e-08     3.220e-05     2.996e-05     1.807e-03  
  424       10103    7.615975e-01     2.043e-08     3.220e-05     2.999e-05     1.801e-03  
  425       10134    7.615975e-01     2.056e-08     3.220e-05     3.002e-05     1.795e-03  
  426       10165    7.615975e-01     2.070e-08     3.220e-05     3.006e-05     1.789e-03  
  427       10196    7.615975e-01     2.083e-08     3.220e-05     3.010e-05     1.783e-03  
  428       10227    7.615975e-01     2.096e-08     3.220e-05     3.015e-05     1.777e-03  
  429       10258    7.615975e-01     2.110e-08     3.220e-05     3.019e-05     1.770e-03  
  430       10289    7.615975e-01     2.123e-08     3.220e-05     3.023e-05     1.764e-03  
  431       10321    7.615975e-01     2.130e-08     2.254e-05     2.119e-05     1.760e-03  
  432       10353    7.615975e-01     2.137e-08     2.254e-05     2.120e-05     1.756e-03  
  433       10385    7.615975e-01     2.143e-08     2.254e-05     2.122e-05     1.751e-03  
  434       10417    7.615975e-01     2.150e-08     2.254e-05     2.124e-05     1.747e-03  
  435       10449    7.615975e-01     2.156e-08     2.254e-05     2.126e-05     1.742e-03  
  436       10481    7.615975e-01     2.163e-08     2.254e-05     2.127e-05     1.738e-03  
  437       10512    7.615975e-01     2.172e-08     3.220e-05     2.478e-05     1.733e-03  
  438       10542    7.615975e-01     2.182e-08     4.600e-05     2.687e-05     1.727e-03  
  439       10572    7.615975e-01     2.188e-08     4.600e-05     2.062e-05     1.723e-03  
  440       10601    7.615975e-01     2.197e-08     6.571e-05     2.472e-05     1.718e-03  
  441       10630    7.615975e-01     2.202e-08     6.571e-05     2.006e-05     1.714e-03  
  442       10658    7.615975e-01     2.211e-08     9.387e-05     2.468e-05     1.709e-03  
  443       10686    7.615975e-01     2.217e-08     9.387e-05     2.060e-05     1.704e-03  
  444       10713    7.615975e-01     2.226e-08     1.341e-04     2.571e-05     1.699e-03  
  445       10740    7.615975e-01     2.233e-08     1.341e-04     2.180e-05     1.694e-03  
  446       10767    7.615975e-01     2.238e-08     1.341e-04     1.919e-05     1.690e-03  
  447       10793    7.615975e-01     2.246e-08     1.916e-04     2.465e-05     1.685e-03  
  448       10819    7.615975e-01     2.252e-08     1.916e-04     2.154e-05     1.681e-03  
  449       10845    7.615975e-01     2.257e-08     1.916e-04     1.932e-05     1.677e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  450       10870    7.615975e-01     2.265e-08     2.737e-04     2.514e-05     1.671e-03  
  451       10895    7.615975e-01     2.272e-08     2.737e-04     2.230e-05     1.667e-03  
  452       10920    7.615975e-01     2.277e-08     2.737e-04     2.019e-05     1.662e-03  
  453       10945    7.615975e-01     2.281e-08     2.737e-04     1.852e-05     1.658e-03  
  454       10969    7.615975e-01     2.289e-08     3.910e-04     2.452e-05     1.653e-03  
  455       10993    7.615975e-01     2.295e-08     3.910e-04     2.217e-05     1.649e-03  
  456       11017    7.615975e-01     2.299e-08     3.910e-04     2.035e-05     1.644e-03  
  457       11041    7.615975e-01     2.304e-08     3.910e-04     1.887e-05     1.640e-03  
  458       11064    7.615975e-01     2.311e-08     5.585e-04     2.518e-05     1.635e-03  
  459       11087    7.615975e-01     2.317e-08     5.585e-04     2.299e-05     1.630e-03  
  460       11110    7.615975e-01     2.322e-08     5.585e-04     2.125e-05     1.625e-03  
  461       11133    7.615975e-01     2.326e-08     5.585e-04     1.980e-05     1.621e-03  
  462       11155    7.615975e-01     2.334e-08     7.979e-04     2.655e-05     1.616e-03  
  463       11177    7.615975e-01     2.341e-08     7.979e-04     2.437e-05     1.610e-03  
  464       11199    7.615975e-01     2.346e-08     7.979e-04     2.260e-05     1.606e-03  
  465       11221    7.615975e-01     2.350e-08     7.979e-04     2.113e-05     1.601e-03  
  466       11243    7.615975e-01     2.354e-08     7.979e-04     1.987e-05     1.597e-03  
  467       11264    7.615975e-01     2.361e-08     1.140e-03     2.685e-05     1.591e-03  
  468       11285    7.615975e-01     2.367e-08     1.140e-03     2.487e-05     1.586e-03  
  469       11306    7.615975e-01     2.371e-08     1.140e-03     2.323e-05     1.581e-03  
  470       11327    7.615975e-01     2.375e-08     1.140e-03     2.184e-05     1.576e-03  
  471       11347    7.615975e-01     2.383e-08     1.628e-03     2.949e-05     1.570e-03  
  472       11367    7.615975e-01     2.389e-08     1.628e-03     2.728e-05     1.564e-03  
  473       11387    7.615975e-01     2.394e-08     1.628e-03     2.546e-05     1.558e-03  
  474       11407    7.615975e-01     2.398e-08     1.628e-03     2.392e-05     1.553e-03  
  475       11426    7.615975e-01     2.407e-08     2.326e-03     3.228e-05     1.546e-03  
  476       11445    7.615975e-01     2.413e-08     2.326e-03     2.984e-05     1.540e-03  
  477       11464    7.615975e-01     2.418e-08     2.326e-03     2.782e-05     1.533e-03  
  478       11483    7.615975e-01     2.422e-08     2.326e-03     2.611e-05     1.528e-03  
  479       11501    7.615975e-01     2.430e-08     3.323e-03     3.522e-05     1.520e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  480       11519    7.615975e-01     2.436e-08     3.323e-03     3.252e-05     1.513e-03  
  481       11529    7.615975e-01     6.152e-09     8.235e-02     6.296e-04     1.487e-03  
  482       11537    7.615975e-01     5.792e-09     1.681e-01     3.351e-04     1.489e-03  
  483       11541    7.615975e-01     6.036e-09     7.000e-01     5.386e-04     2.534e-02  
  484       11543    7.615975e-01     4.514e-10     1.000e+00     3.734e-05     2.925e-02  
  485       11546    7.615975e-01     1.219e-09     1.000e+00     4.499e-04     2.934e-02  
  486       11548    7.615975e-01     4.658e-10     1.000e+00     5.901e-05     2.935e-02  
  487       11551    7.615975e-01     3.206e-11     1.000e+00     1.837e-04     2.938e-02  
  488       11554    7.615975e-01     3.039e-12     1.000e+00     7.742e-05     2.937e-02  
  489       11557    7.615975e-01     2.504e-11     1.000e+00     1.403e-04     2.914e-02  
  490       11560    7.615975e-01     3.796e-10     1.000e+00     2.479e-04     2.722e-02  
  491       11563    7.615974e-01     1.278e-09     1.000e+00     3.712e-04     2.449e-02  
  492       11566    7.615974e-01     2.094e-09     1.000e+00     4.633e-04     2.145e-02  
  493       11569    7.615974e-01     5.083e-09     1.000e+00     6.879e-04     1.804e-02  
  494       11573    7.615974e-01     7.657e-09     7.000e-01     8.529e-04     1.525e-02  
  495       11578    7.615974e-01     1.089e-08     4.900e-01     1.174e-03     1.227e-02  
  496       11583    7.615974e-01     8.560e-09     4.900e-01     1.829e-03     8.484e-03  
  497       11590    7.615974e-01     1.150e-08     2.401e-01     1.238e-03     6.760e-03  
  498       11597    7.615974e-01     1.864e-08     2.401e-01     1.495e-03     5.698e-03  
  499       11605    7.615974e-01     2.143e-08     1.681e-01     1.176e-03     5.147e-03  
  500       11613    7.615974e-01     2.503e-08     1.681e-01     1.277e-03     4.728e-03  
  501       11622    7.615974e-01     2.700e-08     1.176e-01     9.751e-04     4.398e-03  
  502       11630    7.615973e-01     3.163e-08     1.681e-01     1.451e-03     4.057e-03  
  503       11640    7.615973e-01     3.236e-08     8.235e-02     7.900e-04     3.815e-03  
  504       11648    7.615973e-01     1.864e-08     1.681e-01     1.599e-03     3.620e-03  
  505       11661    7.615973e-01     1.949e-08     2.825e-02     5.437e-04     3.566e-03  
  506       11671    7.615973e-01     1.703e-08     8.235e-02     8.795e-04     3.465e-03  
  507       11678    7.615973e-01     2.477e-08     2.401e-01     2.406e-03     2.836e-03  
  508       11688    7.615973e-01     2.693e-08     8.235e-02     8.778e-04     2.694e-03  
  509       11699    7.615973e-01     2.775e-08     5.765e-02     6.996e-04     2.599e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  510       11710    7.615973e-01     2.860e-08     5.765e-02     7.342e-04     2.493e-03  
  511       11721    7.615973e-01     2.967e-08     5.765e-02     7.567e-04     2.389e-03  
  512       11732    7.615973e-01     3.101e-08     5.765e-02     7.785e-04     2.288e-03  
  513       11743    7.615973e-01     3.267e-08     5.765e-02     7.991e-04     2.191e-03  
  514       11754    7.615973e-01     3.467e-08     5.765e-02     8.188e-04     2.096e-03  
  515       11765    7.615973e-01     3.705e-08     5.765e-02     8.378e-04     1.998e-03  
  516       11777    7.615973e-01     3.732e-08     4.035e-02     6.025e-04     1.927e-03  
  517       11789    7.615973e-01     3.780e-08     4.035e-02     6.233e-04     1.853e-03  
  518       11801    7.615973e-01     3.840e-08     4.035e-02     6.334e-04     1.778e-03  
  519       11813    7.615973e-01     3.914e-08     4.035e-02     6.435e-04     1.702e-03  
  520       11825    7.615973e-01     4.003e-08     4.035e-02     6.535e-04     1.723e-03  
  521       11837    7.615973e-01     4.109e-08     4.035e-02     6.631e-04     1.644e-03  
  522       11849    7.615973e-01     4.231e-08     4.035e-02     6.726e-04     1.563e-03  
  523       11861    7.615972e-01     4.371e-08     4.035e-02     6.818e-04     1.481e-03  
  524       11873    7.615972e-01     4.528e-08     4.035e-02     6.907e-04     1.398e-03  
  525       11885    7.615972e-01     4.703e-08     4.035e-02     6.994e-04     1.474e-03  
  526       11897    7.615972e-01     4.897e-08     4.035e-02     7.079e-04     1.388e-03  
  527       11910    7.615972e-01     4.906e-08     2.825e-02     5.043e-04     1.326e-03  
  528       11923    7.615972e-01     4.930e-08     2.825e-02     5.183e-04     1.263e-03  
  529       11936    7.615972e-01     4.960e-08     2.825e-02     5.226e-04     1.211e-03  
  530       11949    7.615972e-01     4.997e-08     2.825e-02     5.273e-04     1.289e-03  
  531       11962    7.615972e-01     5.040e-08     2.825e-02     5.318e-04     1.279e-03  
  532       11975    7.615972e-01     5.091e-08     2.825e-02     5.363e-04     1.213e-03  
  533       11988    7.615972e-01     5.149e-08     2.825e-02     5.406e-04     1.146e-03  
  534       12001    7.615972e-01     5.214e-08     2.825e-02     5.449e-04     1.079e-03  
  535       12014    7.615972e-01     5.287e-08     2.825e-02     5.490e-04     1.091e-03  
  536       12027    7.615972e-01     5.367e-08     2.825e-02     5.531e-04     1.143e-03  
  537       12040    7.615972e-01     5.454e-08     2.825e-02     5.570e-04     1.074e-03  
  538       12053    7.615972e-01     5.549e-08     2.825e-02     5.609e-04     1.004e-03  
  539       12066    7.615972e-01     5.651e-08     2.825e-02     5.646e-04     9.334e-04  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  540       12079    7.615972e-01     5.760e-08     2.825e-02     5.682e-04     1.001e-03  
  541       12092    7.615972e-01     5.877e-08     2.825e-02     5.717e-04     1.023e-03  
  542       12105    7.615972e-01     6.000e-08     2.825e-02     5.751e-04     9.508e-04  
  543       12118    7.615972e-01     6.130e-08     2.825e-02     5.784e-04     8.780e-04  
  544       12131    7.615972e-01     6.268e-08     2.825e-02     5.816e-04     8.251e-04  
  545       12145    7.615972e-01     6.259e-08     1.977e-02     4.120e-04     8.850e-04  
  546       12159    7.615972e-01     6.261e-08     1.977e-02     4.219e-04     9.288e-04  
  547       12173    7.615972e-01     6.266e-08     1.977e-02     4.232e-04     8.753e-04  
  548       12187    7.615972e-01     6.274e-08     1.977e-02     4.249e-04     8.215e-04  
  549       12201    7.615972e-01     6.285e-08     1.977e-02     4.266e-04     7.674e-04  
  550       12215    7.615972e-01     6.298e-08     1.977e-02     4.281e-04     7.354e-04  
  551       12229    7.615972e-01     6.314e-08     1.977e-02     4.297e-04     7.976e-04  
  552       12243    7.615972e-01     6.333e-08     1.977e-02     4.312e-04     8.455e-04  
  553       12257    7.615972e-01     6.355e-08     1.977e-02     4.326e-04     7.905e-04  
  554       12271    7.615972e-01     6.380e-08     1.977e-02     4.340e-04     7.352e-04  
  555       12285    7.615972e-01     6.407e-08     1.977e-02     4.353e-04     6.796e-04  
  556       12299    7.615972e-01     6.437e-08     1.977e-02     4.366e-04     6.498e-04  
  557       12313    7.615972e-01     6.469e-08     1.977e-02     4.379e-04     7.129e-04  
  558       12327    7.615972e-01     6.503e-08     1.977e-02     4.390e-04     7.714e-04  
  559       12341    7.615972e-01     6.541e-08     1.977e-02     4.402e-04     7.150e-04  
  560       12355    7.615972e-01     6.580e-08     1.977e-02     4.412e-04     6.584e-04  
  561       12369    7.615972e-01     6.622e-08     1.977e-02     4.422e-04     6.016e-04  
  562       12383    7.615972e-01     6.666e-08     1.977e-02     4.432e-04     5.605e-04  
  563       12397    7.615972e-01     6.712e-08     1.977e-02     4.441e-04     6.241e-04  
  564       12411    7.615972e-01     6.760e-08     1.977e-02     4.449e-04     6.878e-04  
  565       12425    7.615972e-01     6.809e-08     1.977e-02     4.457e-04     6.959e-04  
  566       12439    7.615972e-01     6.861e-08     1.977e-02     4.464e-04     6.383e-04  
  567       12453    7.615972e-01     6.915e-08     1.977e-02     4.470e-04     5.805e-04  
  568       12467    7.615972e-01     6.970e-08     1.977e-02     4.476e-04     5.225e-04  
  569       12481    7.615972e-01     7.026e-08     1.977e-02     4.481e-04     4.644e-04  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  570       12495    7.615972e-01     7.085e-08     1.977e-02     4.486e-04     5.224e-04  
  571       12509    7.615972e-01     7.144e-08     1.977e-02     4.490e-04     5.862e-04  
  572       12523    7.615972e-01     7.205e-08     1.977e-02     4.494e-04     6.312e-04  
  573       12537    7.615972e-01     7.267e-08     1.977e-02     4.496e-04     5.727e-04  
  574       12551    7.615971e-01     7.329e-08     1.977e-02     4.499e-04     5.141e-04  
  575       12565    7.615971e-01     7.393e-08     1.977e-02     4.500e-04     4.554e-04  
  576       12579    7.615971e-01     7.458e-08     1.977e-02     4.501e-04     3.967e-04  
  577       12593    7.615971e-01     7.523e-08     1.977e-02     4.502e-04     4.244e-04  
  578       12607    7.615971e-01     7.589e-08     1.977e-02     4.501e-04     4.881e-04  
  579       12621    7.615971e-01     7.656e-08     1.977e-02     4.501e-04     5.517e-04  
  580       12635    7.615971e-01     7.723e-08     1.977e-02     4.499e-04     5.698e-04  
  581       12649    7.615971e-01     7.790e-08     1.977e-02     4.497e-04     5.099e-04  
  582       12663    7.615971e-01     7.857e-08     1.977e-02     4.495e-04     4.509e-04  
  583       12677    7.615971e-01     7.925e-08     1.977e-02     4.492e-04     3.919e-04  
  584       12691    7.615971e-01     7.992e-08     1.977e-02     4.488e-04     3.329e-04  
  585       12705    7.615971e-01     8.059e-08     1.977e-02     4.483e-04     3.177e-04  
  586       12719    7.615971e-01     8.126e-08     1.977e-02     4.479e-04     3.806e-04  
  587       12733    7.615971e-01     8.193e-08     1.977e-02     4.473e-04     4.435e-04  
  588       12747    7.615971e-01     8.260e-08     1.977e-02     4.467e-04     5.062e-04  
  589       12761    7.615971e-01     8.325e-08     1.977e-02     4.461e-04     5.688e-04  
  590       12775    7.615971e-01     8.391e-08     1.977e-02     4.454e-04     6.242e-04  
  591       12789    7.615971e-01     8.455e-08     1.977e-02     4.446e-04     5.031e-04  
  592       12803    7.615971e-01     8.519e-08     1.977e-02     4.438e-04     3.881e-04  
  593       12817    7.615971e-01     8.582e-08     1.977e-02     4.429e-04     3.294e-04  
  594       12831    7.615971e-01     8.644e-08     1.977e-02     4.420e-04     2.709e-04  
  595       12845    7.615971e-01     8.705e-08     1.977e-02     4.410e-04     2.124e-04  
  596       12859    7.615971e-01     8.764e-08     1.977e-02     4.400e-04     2.540e-04  
  597       12873    7.615971e-01     8.823e-08     1.977e-02     4.390e-04     3.153e-04  
  598       12887    7.615971e-01     8.880e-08     1.977e-02     4.378e-04     3.764e-04  
  599       12901    7.615971e-01     8.936e-08     1.977e-02     4.367e-04     4.574e-04  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  600       12915    7.615971e-01     8.990e-08     1.977e-02     4.355e-04     5.761e-04  
  601       12929    7.615971e-01     9.043e-08     1.977e-02     4.342e-04     6.833e-04  
  602       12943    7.615971e-01     9.095e-08     1.977e-02     4.330e-04     5.652e-04  
  603       12957    7.615971e-01     9.144e-08     1.977e-02     4.316e-04     4.475e-04  
  604       12971    7.615971e-01     9.193e-08     1.977e-02     4.303e-04     3.302e-04  
  605       12985    7.615971e-01     9.239e-08     1.977e-02     4.288e-04     2.209e-04  
  606       12999    7.615971e-01     9.283e-08     1.977e-02     4.274e-04     1.638e-04  
  607       13013    7.615971e-01     9.326e-08     1.977e-02     4.259e-04     1.262e-04  
  608       13027    7.615971e-01     9.367e-08     1.977e-02     4.244e-04     1.850e-04  
  609       13041    7.615971e-01     9.406e-08     1.977e-02     4.228e-04     2.505e-04  
  610       13055    7.615971e-01     9.443e-08     1.977e-02     4.212e-04     3.654e-04  
  611       13069    7.615971e-01     9.478e-08     1.977e-02     4.196e-04     4.799e-04  
  612       13083    7.615971e-01     9.511e-08     1.977e-02     4.179e-04     5.939e-04  
  613       13097    7.615971e-01     9.542e-08     1.977e-02     4.162e-04     7.074e-04  
  614       13111    7.615971e-01     9.571e-08     1.977e-02     4.145e-04     7.455e-04  
