problem7
                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  317     681   -2.177370e+01   1.091e-06   1.000e+00   7.890e-02   4.324e-02
  318     683   -2.177378e+01   2.296e-05   1.000e+00   8.479e-02   5.035e-02
  319     686   -2.177389e+01   1.743e-06   1.000e+00   2.633e-01   7.434e-02
  320     689   -2.177399e+01   2.602e-06   1.000e+00   2.922e-01   9.953e-02
  321     692   -2.177408e+01   3.339e-06   1.000e+00   2.614e-01   1.111e-01
  322     695   -2.177411e+01   1.422e-07   1.000e+00   7.817e-02   7.554e-02
  323     697   -2.177413e+01   1.132e-05   1.000e+00   5.321e-02   3.510e-02
  324     699   -2.177414e+01   1.742e-05   1.000e+00   5.863e-02   3.863e-02
  325     702   -2.177419e+01   5.437e-07   1.000e+00   1.565e-01   9.296e-02
  326     705   -2.177427e+01   5.769e-07   1.000e+00   2.188e-01   1.453e-01
  327     708   -2.177432e+01   4.028e-07   1.000e+00   7.690e-02   1.304e-01
  328     711   -2.177439e+01   4.929e-07   1.000e+00   1.640e-01   1.120e-01
  329     714   -2.177448e+01   3.763e-07   1.000e+00   1.990e-01   1.055e-01
  330     717   -2.177452e+01   9.160e-07   1.000e+00   1.513e-01   6.493e-02

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  331     720   -2.177456e+01   1.840e-06   1.000e+00   1.259e-01   4.514e-02
  332     723   -2.177458e+01   5.541e-08   1.000e+00   4.146e-02   5.225e-02
  333     726   -2.177461e+01   3.344e-08   1.000e+00   6.398e-02   6.190e-02
  334     729   -2.177467e+01   1.322e-07   1.000e+00   1.170e-01   1.258e-01
  335     732   -2.177486e+01   2.343e-06   1.000e+00   3.559e-01   2.441e-01
  336     735   -2.177522e+01   5.422e-06   1.000e+00   4.473e-01   3.306e-01
  337     738   -2.177556e+01   1.168e-05   1.000e+00   2.828e-01   3.448e-01
  338     741   -2.177586e+01   2.444e-05   1.000e+00   4.414e-01   1.633e-01
  339     743   -2.177592e+01   4.137e-05   1.000e+00   6.969e-02   1.945e-01
  340     746   -2.177603e+01   6.545e-06   1.000e+00   1.792e-01   2.462e-01
  341     749   -2.177617e+01   3.852e-06   1.000e+00   1.846e-01   3.084e-01
  342     752   -2.177653e+01   3.503e-05   1.000e+00   4.204e-01   4.626e-01
  343     755   -2.177695e+01   1.118e-05   1.000e+00   2.473e-01   5.173e-01
  344     758   -2.177746e+01   9.373e-05   1.000e+00   5.996e-01   3.506e-01
  345     761   -2.177751e+01   1.533e-06   1.000e+00   1.713e-01   1.499e-01
  346     764   -2.177759e+01   1.084e-06   1.000e+00   1.083e-01   1.085e-01
  347     767   -2.177766e+01   1.996e-06   1.000e+00   1.431e-01   1.475e-01
  348     770   -2.177780e+01   3.209e-06   1.000e+00   2.371e-01   2.490e-01
  349     773   -2.177810e+01   8.820e-06   1.000e+00   3.135e-01   4.378e-01
  350     776   -2.177880e+01   1.312e-05   1.000e+00   5.612e-01   7.462e-01
  351     779   -2.177909e+01   3.189e-06   1.000e+00   1.793e-01   6.420e-01
  352     782   -2.177945e+01   4.307e-05   1.000e+00   4.562e-01   2.076e-01
  353     784   -2.177948e+01   1.549e-05   1.000e+00   4.886e-02   8.502e-02
  354     787   -2.177952e+01   4.011e-07   1.000e+00   7.864e-02   9.381e-02
  355     790   -2.177957e+01   7.543e-07   1.000e+00   7.044e-02   1.531e-01
  356     793   -2.177963e+01   1.177e-06   1.000e+00   1.194e-01   2.165e-01
  357     796   -2.177966e+01   1.152e-06   1.000e+00   1.077e-01   1.889e-01
  358     799   -2.177969e+01   3.332e-06   1.000e+00   1.294e-01   8.237e-02
  359     802   -2.177969e+01   1.873e-07   1.000e+00   4.998e-02   4.031e-02
  360     805   -2.177971e+01   3.216e-07   1.000e+00   5.970e-02   5.376e-02

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  361     808   -2.177974e+01   1.969e-06   1.000e+00   1.088e-01   9.950e-02
  362     811   -2.177979e+01   4.496e-06   1.000e+00   1.494e-01   1.566e-01
  363     814   -2.177988e+01   6.889e-06   1.000e+00   2.013e-01   1.955e-01
  364     817   -2.177997e+01   4.713e-07   1.000e+00   1.834e-01   1.835e-01
  365     820   -2.178004e+01   1.106e-06   1.000e+00   1.598e-01   1.183e-01
  366     823   -2.178008e+01   3.720e-07   1.000e+00   1.424e-01   4.993e-02
  367     826   -2.178012e+01   1.772e-07   1.000e+00   1.370e-01   6.378e-02
  368     829   -2.178021e+01   1.667e-06   1.000e+00   2.414e-01   1.386e-01
  369     832   -2.178041e+01   7.254e-06   1.000e+00   4.131e-01   2.325e-01
  370     835   -2.178075e+01   4.014e-05   1.000e+00   6.685e-01   3.241e-01
  371     838   -2.178116e+01   8.448e-05   1.000e+00   8.111e-01   3.082e-01
  372     841   -2.178161e+01   5.433e-05   1.000e+00   8.468e-01   2.022e-01
  373     844   -2.178225e+01   1.166e-04   1.000e+00   1.154e+00   4.552e-01
  374     847   -2.178296e+01   2.952e-04   1.000e+00   1.186e+00   6.105e-01
  375     850   -2.178345e+01   3.022e-05   1.000e+00   5.758e-01   5.763e-01
  376     853   -2.178407e+01   1.765e-04   1.000e+00   1.114e+00   2.320e-01
  377     856   -2.178458e+01   1.983e-04   1.000e+00   1.011e+00   2.372e-01
  378     859   -2.178552e+01   3.880e-04   1.000e+00   1.150e+00   4.693e-01
  379     862   -2.178591e+01   4.123e-06   1.000e+00   5.163e-01   3.174e-01
  380     865   -2.178601e+01   3.588e-07   1.000e+00   2.673e-01   2.237e-01
  381     868   -2.178608e+01   2.210e-06   1.000e+00   2.315e-01   1.391e-01
  382     871   -2.178618e+01   1.777e-05   1.000e+00   3.530e-01   9.925e-02
  383     874   -2.178627e+01   3.978e-05   1.000e+00   3.777e-01   1.843e-01
  384     877   -2.178635e+01   6.354e-06   1.000e+00   2.707e-01   1.345e-01
  385     880   -2.178642e+01   5.619e-07   1.000e+00   1.989e-01   1.178e-01
  386     883   -2.178647e+01   1.572e-07   1.000e+00   1.507e-01   1.423e-01
  387     886   -2.178660e+01   1.029e-06   1.000e+00   4.314e-01   1.578e-01
  388     888   -2.178685e+01   8.746e-05   1.000e+00   6.746e-01   2.382e-01
  389     890   -2.178713e+01   2.252e-04   1.000e+00   9.755e-01   2.265e-01
  390     893   -2.178717e+01   1.814e-05   1.000e+00   4.880e-01   1.020e-01

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  391     896   -2.178724e+01   8.885e-07   1.000e+00   1.871e-01   6.655e-02
  392     899   -2.178727e+01   1.098e-07   1.000e+00   1.130e-01   1.190e-01
  393     902   -2.178731e+01   1.260e-06   1.000e+00   1.495e-01   1.431e-01
  394     905   -2.178735e+01   2.181e-06   1.000e+00   1.426e-01   1.263e-01
  395     908   -2.178741e+01   1.463e-06   1.000e+00   2.139e-01   9.235e-02
  396     911   -2.178747e+01   4.108e-07   1.000e+00   3.346e-01   7.450e-02
  397     913   -2.178756e+01   4.770e-05   1.000e+00   4.314e-01   7.331e-02
  398     915   -2.178759e+01   7.815e-05   1.000e+00   2.675e-01   8.608e-02
  399     917   -2.178764e+01   2.465e-05   1.000e+00   1.103e-01   6.651e-02
  400     919   -2.178771e+01   1.847e-05   1.000e+00   1.051e-01   7.662e-02
  401     921   -2.178779e+01   7.864e-05   1.000e+00   1.520e-01   9.695e-02
  402     923   -2.178790e+01   1.867e-04   1.000e+00   1.922e-01   1.095e-01
  403     926   -2.178802e+01   1.103e-05   1.000e+00   2.937e-01   1.267e-01
  404     928   -2.178817e+01   7.100e-05   1.000e+00   2.649e-01   1.116e-01
  405     930   -2.178818e+01   6.912e-05   1.000e+00   1.654e-01   5.384e-02
  406     933   -2.178818e+01   2.924e-06   1.000e+00   1.410e-01   3.276e-02
  407     936   -2.178820e+01   1.504e-06   1.000e+00   1.010e-01   4.806e-02
  408     939   -2.178823e+01   1.297e-05   1.000e+00   1.477e-01   9.384e-02
  409     942   -2.178825e+01   9.276e-06   1.000e+00   1.172e-01   8.986e-02
  410     944   -2.178827e+01   1.039e-04   1.000e+00   1.174e-01   4.346e-02
  411     946   -2.178827e+01   8.953e-06   1.000e+00   4.432e-02   2.054e-02
  412     948   -2.178827e+01   3.978e-06   1.000e+00   4.192e-02   2.415e-02
  413     950   -2.178828e+01   2.647e-06   1.000e+00   3.959e-02   2.926e-02
  414     952   -2.178832e+01   1.635e-04   1.000e+00   1.832e-01   4.876e-02
  415     954   -2.178835e+01   4.211e-04   1.000e+00   1.847e-01   8.570e-02
  416     957   -2.178840e+01   1.203e-04   1.000e+00   2.148e-01   1.497e-01
  417     959   -2.178853e+01   5.409e-04   1.000e+00   2.290e-01   1.797e-01
  418     961   -2.178854e+01   1.019e-05   1.000e+00   9.967e-02   9.121e-02
  419     963   -2.178860e+01   1.996e-05   1.000e+00   1.346e-01   5.381e-02
  420     965   -2.178865e+01   2.033e-05   1.000e+00   1.351e-01   6.382e-02

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  421     967   -2.178872e+01   3.501e-05   1.000e+00   1.604e-01   6.246e-02
  422     970   -2.178872e+01   3.891e-05   1.000e+00   1.857e-01   4.183e-02
  423     972   -2.178877e+01   5.924e-04   1.000e+00   1.513e-01   6.223e-02
  424     974   -2.178875e+01   2.156e-04   1.000e+00   8.715e-02   2.622e-02
  425     976   -2.178878e+01   3.530e-04   1.000e+00   1.352e-01   8.728e-02
  426     978   -2.178879e+01   3.458e-04   1.000e+00   1.238e-01   8.013e-02
  427     980   -2.178882e+01   3.330e-04   1.000e+00   1.335e-01   1.795e-01
  428     983   -2.178889e+01   6.158e-04   1.000e+00   2.992e-01   2.980e-01
  429     985   -2.178899e+01   2.353e-04   1.000e+00   1.685e-01   3.608e-01
  430     987   -2.178910e+01   9.258e-05   1.000e+00   1.933e-01   3.146e-01
  431     990   -2.178909e+01   3.142e-05   1.000e+00   1.453e-01   2.277e-01
  432     995   -2.178912e+01   1.075e-04   4.900e-01   1.468e-01   1.470e-01
  433    1002   -2.178913e+01   1.185e-04   2.401e-01   1.012e-01   9.393e-02
  434    1006   -2.178914e+01   1.501e-04   7.000e-01   1.632e-01   4.293e-02
  435    1008   -2.178915e+01   4.280e-06   1.000e+00   3.653e-02   4.853e-02
  436    1010   -2.178918e+01   4.959e-05   1.000e+00   1.839e-01   2.863e-02
  437    1013   -2.178920e+01   1.203e-05   1.000e+00   2.844e-01   3.634e-02
  438    1016   -2.178924e+01   3.612e-06   1.000e+00   5.474e-01   5.660e-02
  439    1019   -2.178927e+01   6.058e-06   1.000e+00   8.126e-02   5.061e-02
  440    1022   -2.178932e+01   1.647e-05   1.000e+00   2.848e-01   6.576e-02
  441    1024   -2.178933e+01   7.741e-05   1.000e+00   5.343e-02   4.172e-02
  442    1027   -2.178941e+01   3.108e-05   1.000e+00   2.907e-01   3.774e-02
  443    1030   -2.178978e+01   9.682e-04   1.000e+00   1.759e+00   1.844e-01
  444    1033   -2.179058e+01   1.033e-03   1.000e+00   4.275e+00   3.418e-01
  445    1035   -2.179078e+01   1.755e-04   1.000e+00   1.626e-01   2.746e-01
  446    1038   -2.179088e+01   4.486e-04   1.000e+00   3.300e-01   1.123e-01
  447    1040   -2.179089e+01   7.406e-05   1.000e+00   9.468e-02   2.463e-02
  448    1042   -2.179090e+01   4.312e-05   1.000e+00   6.545e-02   2.726e-02
  449    1044   -2.179091e+01   6.163e-05   1.000e+00   8.782e-02   4.186e-02
  450    1046   -2.179094e+01   1.801e-04   1.000e+00   1.864e-01   7.120e-02

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  451    1048   -2.179100e+01   1.621e-04   1.000e+00   3.790e-01   1.106e-01
  452    1050   -2.179117e+01   1.258e-04   1.000e+00   9.303e-01   2.010e-01
  453    1052   -2.179149e+01   8.800e-04   1.000e+00   1.868e+00   3.341e-01
  454    1054   -2.179195e+01   2.376e-03   1.000e+00   2.653e+00   4.401e-01
  455    1056   -2.179220e+01   1.844e-04   1.000e+00   2.013e-01   3.603e-01
  456    1059   -2.179236e+01   1.017e-04   1.000e+00   4.682e-01   1.410e-01
  457    1061   -2.179242e+01   2.162e-04   1.000e+00   1.367e-01   5.609e-02
  458    1063   -2.179243e+01   1.252e-04   1.000e+00   8.326e-02   4.328e-02
  459    1066   -2.179243e+01   2.870e-05   1.000e+00   4.645e-01   3.552e-02
  460    1069   -2.179245e+01   3.304e-04   1.000e+00   1.209e+00   4.598e-02
  461    1071   -2.179248e+01   2.555e-04   1.000e+00   9.018e-02   5.784e-02
  462    1076   -2.179250e+01   1.515e-04   4.900e-01   1.640e-01   5.264e-02
  463    1079   -2.179252e+01   2.161e-04   1.000e+00   1.817e-01   3.721e-02
  464    1082   -2.179253e+01   4.547e-05   1.000e+00   1.091e-01   1.991e-02
  465    1085   -2.179254e+01   5.130e-05   1.000e+00   1.018e-01   1.448e-02
  466    1088   -2.179254e+01   1.603e-05   1.000e+00   7.027e-02   5.239e-02
  467    1091   -2.179254e+01   1.689e-05   1.000e+00   7.185e-02   8.197e-02
  468    1093   -2.179255e+01   9.570e-05   1.000e+00   6.111e-02   1.454e-01
  469    1096   -2.179256e+01   1.310e-04   1.000e+00   1.389e-01   2.155e-01
  470    1099   -2.179260e+01   3.022e-04   1.000e+00   2.128e-01   3.601e-01
  471    1102   -2.179265e+01   2.255e-04   1.000e+00   2.911e-01   4.188e-01
  472    1104   -2.179269e+01   3.098e-05   1.000e+00   9.262e-02   4.428e-01
  473    1106   -2.179280e+01   1.151e-04   1.000e+00   2.882e-01   2.719e-01
  474    1109   -2.179280e+01   2.074e-05   1.000e+00   2.163e-01   1.719e-01
  475    1112   -2.179284e+01   2.105e-04   1.000e+00   3.910e-01   6.635e-02
  476    1115   -2.179286e+01   2.500e-05   1.000e+00   1.535e-01   1.469e-01
  477    1117   -2.179287e+01   3.151e-05   1.000e+00   5.250e-02   9.397e-02
  478    1119   -2.179288e+01   1.751e-04   1.000e+00   8.451e-02   7.753e-02
  479    1121   -2.179291e+01   1.073e-03   1.000e+00   2.385e-01   9.175e-02
  480    1123   -2.179291e+01   3.726e-04   1.000e+00   1.278e-01   5.725e-02

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  481    1125   -2.179300e+01   1.872e-03   1.000e+00   3.145e-01   1.114e-01
  482    1130   -2.179307e+01   4.669e-03   4.900e-01   2.762e-01   1.633e-01
  483    1132   -2.179310e+01   3.564e-04   1.000e+00   2.263e-01   6.049e-02
  484    1134   -2.179323e+01   2.136e-03   1.000e+00   3.693e-01   6.675e-02
  485    1136   -2.179321e+01   6.015e-04   1.000e+00   1.667e-01   3.973e-02
  486    1139   -2.179323e+01   6.088e-04   1.000e+00   2.471e-01   4.013e-02
  487    1142   -2.179325e+01   4.919e-04   1.000e+00   2.132e-01   3.811e-02
  488    1145   -2.179327e+01   1.224e-03   1.000e+00   2.483e-01   2.294e-02
  489    1148   -2.179329e+01   1.027e-03   1.000e+00   2.621e-01   1.027e-01
  490    1151   -2.179332e+01   1.254e-03   1.000e+00   3.092e-01   2.048e-01
  491    1154   -2.179334e+01   9.735e-04   1.000e+00   2.812e-01   1.180e-01
  492    1157   -2.179337e+01   2.198e-03   1.000e+00   3.329e-01   1.761e-01
  493    1160   -2.179343e+01   4.075e-03   1.000e+00   4.241e-01   4.613e-01
  494    1163   -2.179355e+01   8.282e-03   1.000e+00   6.142e-01   6.337e-01
  495    1165   -2.179357e+01   1.698e-03   1.000e+00   4.174e-01   7.284e-01
  496    1167   -2.179365e+01   8.602e-04   1.000e+00   2.958e-01   8.476e-02
  497    1169   -2.179372e+01   2.404e-05   1.000e+00   2.900e-01   1.320e-01
  498    1171   -2.179390e+01   2.124e-04   1.000e+00   6.862e-01   3.358e-01
  499    1173   -2.179394e+01   3.072e-05   1.000e+00   1.746e-01   2.711e-01
  500    1175   -2.179406e+01   8.002e-05   1.000e+00   3.103e-01   1.263e-01
  501    1177   -2.179408e+01   6.835e-05   1.000e+00   2.146e-01   1.942e-01
  502    1179   -2.179416e+01   6.001e-05   1.000e+00   1.825e-01   2.150e-01
  503    1181   -2.179425e+01   1.722e-04   1.000e+00   2.456e-01   3.820e-01
  504    1183   -2.179431e+01   1.822e-04   1.000e+00   3.176e-01   5.689e-01
  505    1185   -2.179440e+01   1.055e-04   1.000e+00   2.616e-01   7.238e-01
  506    1187   -2.179454e+01   1.514e-04   1.000e+00   1.762e-01   8.691e-01
  507    1189   -2.179458e+01   7.608e-05   1.000e+00   1.298e-01   9.780e-01
  508    1191   -2.179468e+01   9.029e-05   1.000e+00   1.763e-01   6.651e-01
  509    1193   -2.179474e+01   2.081e-04   1.000e+00   1.615e-01   5.067e-01
  510    1195   -2.179489e+01   9.972e-04   1.000e+00   3.062e-01   3.117e-01

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  511    1197   -2.179509e+01   2.890e-03   1.000e+00   5.015e-01   2.904e-01
  512    1199   -2.179532e+01   3.493e-03   1.000e+00   5.729e-01   6.038e-01
  513    1201   -2.179548e+01   1.438e-03   1.000e+00   3.803e-01   7.099e-01
  514    1203   -2.179562e+01   2.148e-03   1.000e+00   5.508e-01   6.732e-01
  515    1205   -2.179595e+01   5.871e-03   1.000e+00   1.508e+00   1.300e+00
  516    1207   -2.179622e+01   2.826e-03   1.000e+00   1.058e+00   9.558e-01
  517    1209   -2.179671e+01   6.770e-03   1.000e+00   1.487e+00   1.073e+00
  518    1211   -2.179684e+01   7.479e-04   1.000e+00   5.135e-01   1.153e+00
  519    1213   -2.179734e+01   1.294e-03   1.000e+00   6.180e-01   7.299e-01
  520    1215   -2.179756e+01   1.557e-03   1.000e+00   6.585e-01   8.527e-01
  521    1217   -2.179824e+01   9.428e-03   1.000e+00   1.755e+00   7.826e-01
  522    1219   -2.179852e+01   2.143e-03   1.000e+00   9.467e-01   6.438e-01
  523    1221   -2.179924e+01   1.228e-02   1.000e+00   2.049e+00   9.904e-01
  524    1223   -2.179989e+01   1.177e-02   1.000e+00   2.652e+00   2.363e+00
  525    1225   -2.180018e+01   2.343e-03   1.000e+00   1.498e+00   1.898e+00
  526    1227   -2.180102e+01   1.475e-02   1.000e+00   3.351e+00   1.172e+00
  527    1229   -2.180146e+01   3.584e-03   1.000e+00   1.440e+00   1.210e+00
  528    1231   -2.180270e+01   1.966e-02   1.000e+00   3.168e+00   8.246e-01
  529    1233   -2.180460e+01   2.183e-02   1.000e+00   2.825e+00   1.193e+00
  530    1235   -2.180588e+01   1.346e-02   1.000e+00   1.934e+00   6.015e-01
  531    1237   -2.180667e+01   1.634e-03   1.000e+00   7.074e-01   9.069e-01
  532    1239   -2.181060e+01   2.050e-03   1.000e+00   7.621e-01   1.085e+00
  533    1241   -2.181532e+01   7.895e-03   1.000e+00   1.688e+00   4.570e-01
  534    1243   -2.181499e+01   1.389e-03   1.000e+00   1.016e+00   4.083e-01
  535    1245   -2.181590e+01   1.330e-04   1.000e+00   2.987e-01   4.553e-01
  536    1247   -2.181640e+01   3.279e-04   1.000e+00   5.548e-01   4.986e-01
  537    1249   -2.181622e+01   4.097e-05   1.000e+00   2.923e-01   3.431e-01
  538    1251   -2.181637e+01   4.486e-05   1.000e+00   4.327e-01   3.251e-01
  539    1253   -2.181647e+01   2.145e-05   1.000e+00   2.949e-01   2.805e-01
  540    1255   -2.181660e+01   3.386e-05   1.000e+00   2.723e-01   2.650e-01

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  541    1257   -2.181674e+01   1.006e-04   1.000e+00   2.372e-01   3.327e-01
  542    1259   -2.181681e+01   1.159e-05   1.000e+00   1.613e-01   3.697e-01
  543    1261   -2.181707e+01   5.164e-05   1.000e+00   6.199e-01   4.431e-01
  544    1263   -2.181718e+01   3.786e-05   1.000e+00   6.346e-01   2.448e-01
  545    1265   -2.181726e+01   7.233e-05   1.000e+00   4.640e-01   2.663e-01
  546    1267   -2.181733e+01   9.066e-05   1.000e+00   3.626e-01   2.067e-01
  547    1269   -2.181733e+01   8.835e-06   1.000e+00   1.026e-01   1.712e-01
  548    1271   -2.181734e+01   6.968e-06   1.000e+00   7.837e-02   1.639e-01
  549    1273   -2.181735e+01   6.226e-06   1.000e+00   7.824e-02   1.753e-01
  550    1275   -2.181737e+01   1.215e-05   1.000e+00   1.099e-01   2.119e-01
  551    1277   -2.181741e+01   2.726e-05   1.000e+00   1.846e-01   2.671e-01
  552    1279   -2.181745e+01   5.229e-05   1.000e+00   2.261e-01   2.412e-01
  553    1281   -2.181752e+01   1.030e-04   1.000e+00   3.021e-01   2.521e-01
  554    1283   -2.181758e+01   7.950e-05   1.000e+00   2.694e-01   2.562e-01
  555    1285   -2.181760e+01   1.148e-05   1.000e+00   1.119e-01   2.622e-01
  556    1287   -2.181760e+01   2.823e-06   1.000e+00   7.947e-02   2.634e-01
  557    1289   -2.181763e+01   2.874e-05   1.000e+00   2.737e-01   2.912e-01
  558    1291   -2.181765e+01   9.049e-06   1.000e+00   1.549e-01   1.990e-01
  559    1293   -2.181767e+01   9.377e-06   1.000e+00   1.517e-01   1.868e-01
  560    1295   -2.181768e+01   4.375e-06   1.000e+00   9.276e-02   1.793e-01
  561    1297   -2.181771e+01   1.382e-05   1.000e+00   7.489e-02   1.759e-01
  562    1299   -2.181778e+01   7.128e-05   1.000e+00   1.918e-01   1.807e-01
  563    1301   -2.181788e+01   2.408e-04   1.000e+00   4.148e-01   9.859e-02
  564    1303   -2.181790e+01   4.000e-05   1.000e+00   1.999e-01   1.083e-01
  565    1305   -2.181796e+01   6.218e-05   1.000e+00   2.901e-01   5.319e-02
  566    1307   -2.181795e+01   1.781e-05   1.000e+00   1.978e-01   4.729e-02
  567    1310   -2.181799e+01   1.160e-06   1.000e+00   6.264e-01   5.685e-02
  568    1312   -2.181801e+01   1.553e-05   1.000e+00   1.787e-01   4.615e-02
  569    1314   -2.181802e+01   1.149e-05   1.000e+00   1.767e-01   3.490e-02
  570    1316   -2.181802e+01   2.308e-06   1.000e+00   1.102e-01   5.016e-02

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  571    1318   -2.181803e+01   2.790e-06   1.000e+00   1.669e-01   7.294e-02
  572    1320   -2.181804e+01   4.551e-06   1.000e+00   2.904e-01   1.080e-01
  573    1322   -2.181807e+01   3.398e-05   1.000e+00   7.058e-01   1.851e-01
  574    1324   -2.181808e+01   4.358e-06   1.000e+00   6.639e-02   1.727e-01
  575    1326   -2.181815e+01   9.799e-05   1.000e+00   2.307e-01   9.155e-02
  576    1328   -2.181813e+01   1.681e-05   1.000e+00   7.893e-02   8.916e-02
  577    1330   -2.181814e+01   1.295e-05   1.000e+00   9.187e-02   8.323e-02
  578    1332   -2.181814e+01   6.663e-07   1.000e+00   3.841e-02   7.502e-02
  579    1334   -2.181815e+01   2.187e-06   1.000e+00   8.221e-02   6.393e-02
  580    1336   -2.181816e+01   9.690e-06   1.000e+00   1.478e-01   5.485e-02
  581    1338   -2.181818e+01   6.268e-05   1.000e+00   3.769e-01   5.939e-02
  582    1340   -2.181824e+01   2.866e-04   1.000e+00   8.380e-01   9.133e-02
  583    1342   -2.181829e+01   9.635e-05   1.000e+00   5.069e-01   1.125e-01
  584    1344   -2.181838e+01   5.886e-05   1.000e+00   1.928e-01   9.211e-02
  585    1346   -2.181835e+01   5.181e-06   1.000e+00   4.223e-02   8.576e-02
  586    1348   -2.181835e+01   4.552e-07   1.000e+00   8.068e-03   6.514e-02
  587    1350   -2.181835e+01   1.032e-06   1.000e+00   1.508e-02   5.832e-02
  588    1352   -2.181836e+01   1.952e-06   1.000e+00   2.187e-02   5.824e-02
  589    1354   -2.181836e+01   9.049e-06   1.000e+00   4.272e-02   7.397e-02
  590    1356   -2.181836e+01   1.243e-05   1.000e+00   4.981e-02   8.527e-02
  591    1358   -2.181837e+01   5.670e-06   1.000e+00   3.775e-02   8.614e-02
  592    1360   -2.181837e+01   2.911e-06   1.000e+00   1.637e-02   7.192e-02
  593    1362   -2.181837e+01   1.755e-06   1.000e+00   1.526e-02   5.563e-02
  594    1364   -2.181837e+01   4.899e-06   1.000e+00   2.357e-02   4.308e-02
  595    1366   -2.181838e+01   2.868e-05   1.000e+00   4.805e-02   4.336e-02
  596    1368   -2.181839e+01   1.915e-04   1.000e+00   1.144e-01   7.562e-02
  597    1370   -2.181842e+01   1.374e-03   1.000e+00   3.018e-01   1.838e-01
  598    1372   -2.181851e+01   1.046e-02   1.000e+00   8.363e-01   4.154e-01
  599    1374   -2.181868e+01   7.646e-03   1.000e+00   7.848e-01   1.917e-01
  600    1376   -2.181909e+01   3.201e-02   1.000e+00   1.470e+00   2.254e-01

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  601    1378   -2.181920e+01   6.456e-04   1.000e+00   2.137e-01   2.323e-01
  602    1383   -2.181912e+01   4.770e-04   3.430e-01   9.460e-02   3.120e-01
  603    1386   -2.181899e+01   2.300e-04   7.000e-01   1.047e-01   3.767e-01
  604    1389   -2.181895e+01   1.547e-04   7.000e-01   7.167e-02   3.345e-01
  605    1394   -2.181894e+01   1.264e-04   3.430e-01   3.761e-02   3.030e-01
  606    1399   -2.181895e+01   6.358e-05   4.900e-01   2.361e-01   1.611e-01
  607    1406   -2.181897e+01   7.965e-05   2.401e-01   1.660e-01   1.766e-01
  608    1415   -2.181898e+01   9.566e-05   1.176e-01   1.238e-01   2.714e-01
  609    1425   -2.181899e+01   1.106e-04   8.235e-02   1.082e-01   3.200e-01
  610    1435   -2.181900e+01   1.324e-04   8.235e-02   1.128e-01   2.224e-01
  611    1445   -2.181901e+01   1.505e-04   8.235e-02   1.084e-01   1.294e-01
  612    1455   -2.181902e+01   1.643e-04   8.235e-02   1.045e-01   7.285e-02
  613    1465   -2.181903e+01   1.745e-04   8.235e-02   1.012e-01   9.588e-02
  614    1475   -2.181904e+01   1.819e-04   8.235e-02   9.890e-02   1.728e-01
  615    1485   -2.181905e+01   1.877e-04   8.235e-02   9.724e-02   2.485e-01
  616    1495   -2.181906e+01   1.924e-04   8.235e-02   9.612e-02   2.767e-01
  617    1505   -2.181906e+01   1.966e-04   8.235e-02   9.541e-02   1.949e-01
  618    1515   -2.181907e+01   2.007e-04   8.235e-02   9.505e-02   1.138e-01
  619    1525   -2.181908e+01   2.051e-04   8.235e-02   9.499e-02   4.953e-02
  620    1535   -2.181908e+01   2.100e-04   8.235e-02   9.518e-02   1.002e-01
  621    1545   -2.181909e+01   2.158e-04   8.235e-02   9.556e-02   1.771e-01
  622    1555   -2.181910e+01   2.226e-04   8.235e-02   9.609e-02   2.104e-01
  623    1565   -2.181910e+01   2.307e-04   8.235e-02   9.670e-02   1.278e-01
  624    1575   -2.181911e+01   2.400e-04   8.235e-02   9.731e-02   4.504e-02
  625    1585   -2.181912e+01   2.505e-04   8.235e-02   9.785e-02   8.785e-02
  626    1595   -2.181912e+01   2.621e-04   8.235e-02   9.823e-02   1.696e-01
  627    1605   -2.181913e+01   2.745e-04   8.235e-02   9.839e-02   1.672e-01
  628    1616   -2.181914e+01   2.711e-04   5.765e-02   7.089e-02   1.068e-01
  629    1627   -2.181914e+01   2.723e-04   5.765e-02   7.556e-02   4.784e-02
  630    1638   -2.181915e+01   2.730e-04   5.765e-02   7.467e-02   6.499e-02

                                                          Norm of First-order
 Iter F-count            f(x) Feasibility  Steplength        step  optimality
  631    1649   -2.181915e+01   2.740e-04   5.765e-02   7.464e-02   1.287e-01
  632    1660   -2.181915e+01   2.749e-04   5.765e-02   7.433e-02   1.492e-01
