problem5


*********************  Running fminsdp  ********************** 

Calling NLP-solver fmincon for problem with no matrix inequality constraints.

 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
  493        4429   -6.107647e-01     1.554e-08     8.235e-02     1.000e-03     4.666e-03  
  494        4439   -6.107647e-01     1.569e-08     8.235e-02     1.036e-03     4.762e-03  
  495        4449   -6.107647e-01     1.598e-08     8.235e-02     1.070e-03     4.872e-03  
  496        4459   -6.107647e-01     1.640e-08     8.235e-02     1.104e-03     4.991e-03  
  497        4469   -6.107647e-01     1.695e-08     8.235e-02     1.137e-03     5.113e-03  
  498        4480   -6.107647e-01     1.681e-08     5.765e-02     8.198e-04     5.209e-03  
  499        4491   -6.107647e-01     1.711e-08     5.765e-02     8.519e-04     5.299e-03  
  500        4502   -6.107647e-01     1.760e-08     5.765e-02     8.756e-04     5.391e-03  
  501        4513   -6.107647e-01     1.826e-08     5.765e-02     8.977e-04     5.484e-03  
  502        4524   -6.107648e-01     1.908e-08     5.765e-02     9.183e-04     5.578e-03  
  503        4535   -6.107648e-01     2.003e-08     5.765e-02     9.375e-04     5.673e-03  
  504        4546   -6.107648e-01     2.111e-08     5.765e-02     9.551e-04     5.934e-03  
  505        4557   -6.107648e-01     2.229e-08     5.765e-02     9.714e-04     6.032e-03  
  506        4568   -6.107648e-01     2.355e-08     5.765e-02     9.862e-04     6.130e-03  
  507        4580   -6.107648e-01     2.337e-08     4.035e-02     7.010e-04     6.199e-03  
  508        4592   -6.107648e-01     2.319e-08     4.035e-02     7.168e-04     6.269e-03  
  509        4604   -6.107648e-01     2.305e-08     4.035e-02     7.267e-04     6.507e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  510        4616   -6.107648e-01     2.294e-08     4.035e-02     7.355e-04     6.616e-03  
  511        4628   -6.107648e-01     2.284e-08     4.035e-02     7.434e-04     6.729e-03  
  512        4640   -6.107648e-01     2.277e-08     4.035e-02     7.503e-04     6.846e-03  
  513        4652   -6.107648e-01     2.269e-08     4.035e-02     7.564e-04     6.964e-03  
  514        4664   -6.107648e-01     2.261e-08     4.035e-02     7.616e-04     7.085e-03  
  515        4676   -6.107648e-01     2.253e-08     4.035e-02     7.660e-04     7.160e-03  
  516        4687   -6.107649e-01     2.406e-08     5.765e-02     1.098e-03     7.384e-03  
  517        4698   -6.107649e-01     2.552e-08     5.765e-02     1.090e-03     7.552e-03  
  518        4709   -6.107649e-01     2.677e-08     5.765e-02     1.088e-03     7.659e-03  
  519        4720   -6.107649e-01     2.780e-08     5.765e-02     1.087e-03     7.767e-03  
  520        4731   -6.107649e-01     2.863e-08     5.765e-02     1.085e-03     8.002e-03  
  521        4742   -6.107649e-01     2.926e-08     5.765e-02     1.083e-03     8.138e-03  
  522        4753   -6.107649e-01     2.969e-08     5.765e-02     1.080e-03     8.269e-03  
  523        4764   -6.107649e-01     2.994e-08     5.765e-02     1.078e-03     8.397e-03  
  524        4775   -6.107650e-01     3.000e-08     5.765e-02     1.076e-03     8.521e-03  
  525        4786   -6.107650e-01     2.990e-08     5.765e-02     1.073e-03     8.643e-03  
  526        4797   -6.107650e-01     2.964e-08     5.765e-02     1.071e-03     8.764e-03  
  527        4808   -6.107650e-01     2.922e-08     5.765e-02     1.069e-03     8.884e-03  
  528        4818   -6.107650e-01     3.072e-08     8.235e-02     1.521e-03     9.046e-03  
  529        4828   -6.107650e-01     3.205e-08     8.235e-02     1.498e-03     9.207e-03  
  530        4838   -6.107650e-01     3.274e-08     8.235e-02     1.487e-03     9.365e-03  
  531        4848   -6.107651e-01     3.289e-08     8.235e-02     1.477e-03     9.499e-03  
  532        4858   -6.107651e-01     3.257e-08     8.235e-02     1.470e-03     9.626e-03  
  533        4868   -6.107651e-01     3.184e-08     8.235e-02     1.465e-03     9.748e-03  
  534        4878   -6.107651e-01     3.078e-08     8.235e-02     1.462e-03     9.868e-03  
  535        4887   -6.107651e-01     3.147e-08     1.176e-01     2.083e-03     1.004e-02  
  536        4896   -6.107652e-01     3.271e-08     1.176e-01     2.052e-03     1.021e-02  
  537        4905   -6.107652e-01     3.293e-08     1.176e-01     2.039e-03     1.034e-02  
  538        4914   -6.107652e-01     3.234e-08     1.176e-01     2.034e-03     1.046e-02  
  539        4923   -6.107653e-01     3.112e-08     1.176e-01     2.037e-03     1.057e-02  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  540        4932   -6.107653e-01     2.946e-08     1.176e-01     2.046e-03     1.068e-02  
  541        4941   -6.107653e-01     3.001e-08     1.176e-01     2.061e-03     1.079e-02  
  542        4951   -6.107653e-01     2.924e-08     8.235e-02     1.458e-03     1.087e-02  
  543        4961   -6.107653e-01     2.841e-08     8.235e-02     1.496e-03     1.095e-02  
  544        4971   -6.107654e-01     2.776e-08     8.235e-02     1.533e-03     1.107e-02  
  545        4981   -6.107654e-01     2.734e-08     8.235e-02     1.573e-03     1.121e-02  
  546        4991   -6.107654e-01     2.718e-08     8.235e-02     1.618e-03     1.137e-02  
  547        5002   -6.107654e-01     2.662e-08     5.765e-02     1.169e-03     1.150e-02  
  548        5013   -6.107655e-01     2.620e-08     5.765e-02     1.220e-03     1.163e-02  
  549        5024   -6.107655e-01     2.647e-08     5.765e-02     1.280e-03     1.179e-02  
  550        5036   -6.107655e-01     2.695e-08     4.035e-02     9.438e-04     1.190e-02  
  551        5048   -6.107655e-01     2.786e-08     4.035e-02     1.006e-03     1.201e-02  
  552        5060   -6.107655e-01     2.934e-08     4.035e-02     1.081e-03     1.212e-02  
  553        5073   -6.107656e-01     2.992e-08     2.825e-02     8.192e-04     1.217e-02  
  554        5086   -6.107656e-01     3.101e-08     2.825e-02     8.986e-04     1.217e-02  
  555        5100   -6.107656e-01     3.153e-08     1.977e-02     6.978e-04     1.211e-02  
  556        5114   -6.107656e-01     3.257e-08     1.977e-02     7.836e-04     1.193e-02  
  557        5129   -6.107656e-01     3.316e-08     1.384e-02     6.214e-04     1.166e-02  
  558        5144   -6.107656e-01     3.427e-08     1.384e-02     7.071e-04     1.116e-02  
  559        5160   -6.107656e-01     3.492e-08     9.689e-03     5.577e-04     1.056e-02  
  560        5176   -6.107657e-01     3.590e-08     9.689e-03     6.164e-04     9.645e-03  
  561        5193   -6.107657e-01     3.633e-08     6.782e-03     4.529e-04     8.788e-03  
  562        5210   -6.107657e-01     3.679e-08     6.782e-03     4.617e-04     7.762e-03  
  563        5226   -6.107657e-01     3.779e-08     9.689e-03     6.392e-04     6.208e-03  
  564        5242   -6.107657e-01     3.830e-08     9.689e-03     5.611e-04     4.875e-03  
  565        5257   -6.107657e-01     3.904e-08     1.384e-02     7.077e-04     3.278e-03  
  566        5272   -6.107657e-01     3.923e-08     1.384e-02     6.016e-04     2.056e-03  
  567        5286   -6.107658e-01     3.955e-08     1.977e-02     7.599e-04     8.600e-04  
  568        5299   -6.107658e-01     3.995e-08     2.825e-02     9.418e-04     1.254e-03  
  569        5312   -6.107658e-01     3.972e-08     2.825e-02     8.085e-04     2.024e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  570        5324   -6.107658e-01     3.959e-08     4.035e-02     1.034e-03     3.263e-03  
  571        5336   -6.107658e-01     3.895e-08     4.035e-02     9.156e-04     4.174e-03  
  572        5348   -6.107659e-01     3.810e-08     4.035e-02     8.348e-04     4.859e-03  
  573        5359   -6.107659e-01     3.847e-08     5.765e-02     1.106e-03     5.615e-03  
  574        5370   -6.107659e-01     3.838e-08     5.765e-02     1.009e-03     6.155e-03  
  575        5381   -6.107659e-01     3.793e-08     5.765e-02     9.336e-04     6.528e-03  
  576        5391   -6.107660e-01     3.919e-08     8.235e-02     1.245e-03     6.889e-03  
  577        5401   -6.107660e-01     4.010e-08     8.235e-02     1.137e-03     7.084e-03  
  578        5411   -6.107660e-01     3.994e-08     8.235e-02     1.047e-03     6.929e-03  
  579        5420   -6.107660e-01     4.221e-08     1.176e-01     1.385e-03     6.723e-03  
  580        5429   -6.107661e-01     4.231e-08     1.176e-01     1.246e-03     6.965e-03  
  581        5437   -6.107661e-01     4.560e-08     1.681e-01     1.607e-03     6.633e-03  
  582        5445   -6.107661e-01     4.478e-08     1.681e-01     1.397e-03     6.227e-03  
  583        5452   -6.107661e-01     4.679e-08     2.401e-01     1.748e-03     5.577e-03  
  584        5459   -6.107661e-01     4.300e-08     2.401e-01     1.459e-03     4.939e-03  
  585        5465   -6.107662e-01     4.078e-08     3.430e-01     1.775e-03     4.057e-03  
  586        5471   -6.107662e-01     3.331e-08     3.430e-01     1.435e-03     3.317e-03  
  587        5476   -6.107662e-01     3.308e-08     4.900e-01     1.779e-03     2.709e-03  
  588        5481   -6.107662e-01     2.940e-08     4.900e-01     1.533e-03     2.368e-03  
  589        5486   -6.107662e-01     2.921e-08     4.900e-01     1.686e-03     2.139e-03  
  590        5492   -6.107663e-01     2.518e-08     3.430e-01     1.603e-03     2.093e-03  
  591        5500   -6.107663e-01     2.110e-08     1.681e-01     1.247e-03     2.183e-03  
  592        5510   -6.107663e-01     1.911e-08     8.235e-02     9.499e-04     2.295e-03  
  593        5521   -6.107663e-01     1.770e-08     5.765e-02     9.340e-04     2.422e-03  
  594        5533   -6.107663e-01     1.749e-08     4.035e-02     8.315e-04     2.542e-03  
  595        5546   -6.107663e-01     1.815e-08     2.825e-02     6.882e-04     2.638e-03  
  596        5559   -6.107663e-01     1.930e-08     2.825e-02     7.787e-04     2.744e-03  
  597        5572   -6.107663e-01     2.080e-08     2.825e-02     8.477e-04     2.847e-03  
  598        5585   -6.107663e-01     2.248e-08     2.825e-02     8.911e-04     2.933e-03  
  599        5598   -6.107663e-01     2.418e-08     2.825e-02     9.130e-04     2.997e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  600        5611   -6.107664e-01     2.575e-08     2.825e-02     9.173e-04     3.052e-03  
  601        5624   -6.107664e-01     2.713e-08     2.825e-02     9.081e-04     3.092e-03  
  602        5637   -6.107664e-01     2.826e-08     2.825e-02     8.889e-04     3.117e-03  
  603        5650   -6.107664e-01     2.915e-08     2.825e-02     8.626e-04     3.131e-03  
  604        5663   -6.107664e-01     2.979e-08     2.825e-02     8.319e-04     3.135e-03  
  605        5676   -6.107664e-01     3.021e-08     2.825e-02     7.987e-04     3.131e-03  
  606        5688   -6.107664e-01     3.255e-08     4.035e-02     1.096e-03     3.119e-03  
  607        5700   -6.107664e-01     3.416e-08     4.035e-02     1.032e-03     3.101e-03  
  608        5712   -6.107664e-01     3.511e-08     4.035e-02     9.619e-04     3.081e-03  
  609        5724   -6.107665e-01     3.556e-08     4.035e-02     8.966e-04     3.059e-03  
  610        5736   -6.107665e-01     3.564e-08     4.035e-02     8.362e-04     3.037e-03  
  611        5747   -6.107665e-01     3.749e-08     5.765e-02     1.119e-03     3.005e-03  
  612        5758   -6.107665e-01     3.832e-08     5.765e-02     1.022e-03     2.975e-03  
  613        5769   -6.107665e-01     3.836e-08     5.765e-02     9.289e-04     2.949e-03  
  614        5779   -6.107665e-01     4.057e-08     8.235e-02     1.213e-03     2.916e-03  
  615        5789   -6.107665e-01     4.098e-08     8.235e-02     1.071e-03     2.890e-03  
  616        5799   -6.107665e-01     4.022e-08     8.235e-02     9.432e-04     2.868e-03  
  617        5808   -6.107665e-01     4.115e-08     1.176e-01     1.195e-03     2.842e-03  
  618        5817   -6.107665e-01     3.984e-08     1.176e-01     1.012e-03     2.822e-03  
  619        5825   -6.107666e-01     3.982e-08     1.681e-01     1.230e-03     2.798e-03  
  620        5833   -6.107666e-01     3.657e-08     1.681e-01     9.799e-04     2.779e-03  
  621        5840   -6.107666e-01     3.314e-08     2.401e-01     1.128e-03     2.750e-03  
  622        5846   -6.107666e-01     2.786e-08     3.430e-01     1.196e-03     2.708e-03  
  623        5850   -6.107666e-01     2.000e-08     7.000e-01     1.613e-03     2.624e-03  
  624        5853   -6.107666e-01     1.774e-09     1.000e+00     8.601e-04     2.536e-03  
  625        5857   -6.107666e-01     1.244e-09     7.000e-01     5.271e-04     2.449e-03  
  626        5864   -6.107666e-01     2.052e-09     2.401e-01     5.263e-04     2.377e-03  
  627        5873   -6.107666e-01     2.633e-09     1.176e-01     5.175e-04     2.320e-03  
  628        5884   -6.107666e-01     2.740e-09     5.765e-02     3.723e-04     2.287e-03  
  629        5896   -6.107666e-01     2.806e-09     4.035e-02     3.311e-04     2.266e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  630        5908   -6.107666e-01     2.998e-09     4.035e-02     3.846e-04     2.250e-03  
  631        5921   -6.107666e-01     3.071e-09     2.825e-02     2.967e-04     2.245e-03  
  632        5934   -6.107666e-01     3.216e-09     2.825e-02     3.206e-04     2.245e-03  
  633        5948   -6.107666e-01     3.259e-09     1.977e-02     2.374e-04     2.258e-03  
  634        5962   -6.107666e-01     3.335e-09     1.977e-02     2.497e-04     2.273e-03  
  635        5976   -6.107667e-01     3.449e-09     1.977e-02     2.590e-04     2.296e-03  
  636        5990   -6.107667e-01     3.599e-09     1.977e-02     2.663e-04     2.325e-03  
  637        6004   -6.107667e-01     3.787e-09     1.977e-02     2.718e-04     2.362e-03  
  638        6018   -6.107667e-01     4.008e-09     1.977e-02     2.759e-04     2.369e-03  
  639        6032   -6.107667e-01     4.260e-09     1.977e-02     2.787e-04     2.453e-03  
  640        6046   -6.107667e-01     4.538e-09     1.977e-02     2.806e-04     2.463e-03  
  641        6060   -6.107667e-01     4.839e-09     1.977e-02     2.816e-04     2.564e-03  
  642        6074   -6.107667e-01     5.158e-09     1.977e-02     2.820e-04     2.576e-03  
  643        6088   -6.107667e-01     5.492e-09     1.977e-02     2.818e-04     2.690e-03  
  644        6102   -6.107667e-01     5.836e-09     1.977e-02     2.811e-04     2.704e-03  
  645        6116   -6.107667e-01     6.188e-09     1.977e-02     2.800e-04     2.827e-03  
  646        6130   -6.107667e-01     6.545e-09     1.977e-02     2.787e-04     2.898e-03  
  647        6144   -6.107667e-01     6.904e-09     1.977e-02     2.771e-04     2.971e-03  
  648        6158   -6.107667e-01     7.265e-09     1.977e-02     2.755e-04     3.044e-03  
  649        6172   -6.107667e-01     7.624e-09     1.977e-02     2.737e-04     3.118e-03  
  650        6186   -6.107667e-01     7.981e-09     1.977e-02     2.719e-04     3.137e-03  
  651        6200   -6.107667e-01     8.334e-09     1.977e-02     2.701e-04     3.267e-03  
  652        6214   -6.107668e-01     8.683e-09     1.977e-02     2.684e-04     3.341e-03  
  653        6228   -6.107668e-01     9.027e-09     1.977e-02     2.668e-04     3.415e-03  
  654        6242   -6.107668e-01     9.365e-09     1.977e-02     2.653e-04     3.438e-03  
  655        6256   -6.107668e-01     9.696e-09     1.977e-02     2.640e-04     3.461e-03  
  656        6270   -6.107668e-01     1.002e-08     1.977e-02     2.629e-04     3.634e-03  
  657        6284   -6.107668e-01     1.034e-08     1.977e-02     2.621e-04     3.706e-03  
  658        6298   -6.107668e-01     1.065e-08     1.977e-02     2.615e-04     3.731e-03  
  659        6312   -6.107668e-01     1.095e-08     1.977e-02     2.611e-04     3.845e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  660        6326   -6.107668e-01     1.125e-08     1.977e-02     2.611e-04     3.913e-03  
  661        6340   -6.107668e-01     1.154e-08     1.977e-02     2.613e-04     3.979e-03  
  662        6354   -6.107668e-01     1.182e-08     1.977e-02     2.619e-04     4.044e-03  
  663        6368   -6.107668e-01     1.209e-08     1.977e-02     2.628e-04     4.107e-03  
  664        6382   -6.107668e-01     1.235e-08     1.977e-02     2.640e-04     4.169e-03  
  665        6395   -6.107669e-01     1.345e-08     2.825e-02     3.798e-04     4.214e-03  
  666        6408   -6.107669e-01     1.447e-08     2.825e-02     3.807e-04     4.260e-03  
  667        6421   -6.107669e-01     1.541e-08     2.825e-02     3.820e-04     4.307e-03  
  668        6434   -6.107669e-01     1.628e-08     2.825e-02     3.844e-04     4.355e-03  
  669        6447   -6.107669e-01     1.709e-08     2.825e-02     3.876e-04     4.405e-03  
  670        6460   -6.107669e-01     1.785e-08     2.825e-02     3.916e-04     4.455e-03  
  671        6473   -6.107669e-01     1.856e-08     2.825e-02     3.961e-04     4.506e-03  
  672        6486   -6.107669e-01     1.922e-08     2.825e-02     4.011e-04     4.559e-03  
  673        6499   -6.107669e-01     1.983e-08     2.825e-02     4.065e-04     4.612e-03  
  674        6512   -6.107669e-01     2.041e-08     2.825e-02     4.121e-04     4.667e-03  
  675        6525   -6.107670e-01     2.095e-08     2.825e-02     4.179e-04     4.722e-03  
  676        6538   -6.107670e-01     2.145e-08     2.825e-02     4.236e-04     4.779e-03  
  677        6551   -6.107670e-01     2.192e-08     2.825e-02     4.293e-04     4.836e-03  
  678        6564   -6.107670e-01     2.236e-08     2.825e-02     4.348e-04     4.894e-03  
  679        6577   -6.107670e-01     2.277e-08     2.825e-02     4.400e-04     4.948e-03  
  680        6590   -6.107670e-01     2.328e-08     2.825e-02     4.448e-04     4.967e-03  
  681        6603   -6.107670e-01     2.395e-08     2.825e-02     4.493e-04     4.982e-03  
  682        6616   -6.107670e-01     2.461e-08     2.825e-02     4.534e-04     4.993e-03  
  683        6629   -6.107670e-01     2.525e-08     2.825e-02     4.570e-04     5.002e-03  
  684        6642   -6.107671e-01     2.587e-08     2.825e-02     4.601e-04     5.008e-03  
  685        6655   -6.107671e-01     2.647e-08     2.825e-02     4.627e-04     5.012e-03  
  686        6668   -6.107671e-01     2.705e-08     2.825e-02     4.648e-04     5.013e-03  
  687        6681   -6.107671e-01     2.762e-08     2.825e-02     4.664e-04     5.011e-03  
  688        6694   -6.107671e-01     2.816e-08     2.825e-02     4.676e-04     5.008e-03  
  689        6707   -6.107671e-01     2.869e-08     2.825e-02     4.684e-04     5.002e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  690        6720   -6.107671e-01     2.920e-08     2.825e-02     4.688e-04     4.995e-03  
  691        6733   -6.107671e-01     2.969e-08     2.825e-02     4.689e-04     4.986e-03  
  692        6746   -6.107671e-01     3.017e-08     2.825e-02     4.687e-04     4.975e-03  
  693        6759   -6.107672e-01     3.063e-08     2.825e-02     4.682e-04     4.964e-03  
  694        6772   -6.107672e-01     3.107e-08     2.825e-02     4.676e-04     4.951e-03  
  695        6785   -6.107672e-01     3.150e-08     2.825e-02     4.668e-04     4.937e-03  
  696        6798   -6.107672e-01     3.191e-08     2.825e-02     4.659e-04     4.922e-03  
  697        6811   -6.107672e-01     3.231e-08     2.825e-02     4.649e-04     4.906e-03  
  698        6824   -6.107672e-01     3.270e-08     2.825e-02     4.639e-04     4.890e-03  
  699        6837   -6.107672e-01     3.307e-08     2.825e-02     4.630e-04     4.873e-03  
  700        6850   -6.107672e-01     3.343e-08     2.825e-02     4.620e-04     4.855e-03  
  701        6863   -6.107672e-01     3.377e-08     2.825e-02     4.612e-04     4.837e-03  
  702        6876   -6.107672e-01     3.411e-08     2.825e-02     4.604e-04     4.818e-03  
  703        6889   -6.107673e-01     3.443e-08     2.825e-02     4.597e-04     4.800e-03  
  704        6902   -6.107673e-01     3.474e-08     2.825e-02     4.591e-04     4.781e-03  
  705        6915   -6.107673e-01     3.504e-08     2.825e-02     4.586e-04     4.761e-03  
  706        6928   -6.107673e-01     3.533e-08     2.825e-02     4.583e-04     4.742e-03  
  707        6941   -6.107673e-01     3.561e-08     2.825e-02     4.582e-04     4.722e-03  
  708        6954   -6.107673e-01     3.589e-08     2.825e-02     4.581e-04     4.703e-03  
  709        6967   -6.107673e-01     3.615e-08     2.825e-02     4.582e-04     4.683e-03  
  710        6980   -6.107673e-01     3.641e-08     2.825e-02     4.585e-04     4.663e-03  
  711        6993   -6.107673e-01     3.667e-08     2.825e-02     4.589e-04     4.644e-03  
  712        7006   -6.107674e-01     3.692e-08     2.825e-02     4.594e-04     4.624e-03  
  713        7019   -6.107674e-01     3.717e-08     2.825e-02     4.601e-04     4.604e-03  
  714        7032   -6.107674e-01     3.741e-08     2.825e-02     4.609e-04     4.585e-03  
  715        7045   -6.107674e-01     3.764e-08     2.825e-02     4.618e-04     4.566e-03  
  716        7058   -6.107674e-01     3.787e-08     2.825e-02     4.628e-04     4.546e-03  
  717        7071   -6.107674e-01     3.810e-08     2.825e-02     4.640e-04     4.527e-03  
  718        7084   -6.107674e-01     3.832e-08     2.825e-02     4.652e-04     4.508e-03  
  719        7097   -6.107674e-01     3.854e-08     2.825e-02     4.666e-04     4.490e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  720        7110   -6.107674e-01     3.875e-08     2.825e-02     4.680e-04     4.471e-03  
  721        7123   -6.107675e-01     3.896e-08     2.825e-02     4.696e-04     4.453e-03  
  722        7136   -6.107675e-01     3.917e-08     2.825e-02     4.712e-04     4.435e-03  
  723        7149   -6.107675e-01     3.937e-08     2.825e-02     4.728e-04     4.417e-03  
  724        7162   -6.107675e-01     3.957e-08     2.825e-02     4.746e-04     4.399e-03  
  725        7175   -6.107675e-01     3.977e-08     2.825e-02     4.764e-04     4.382e-03  
  726        7188   -6.107675e-01     4.024e-08     2.825e-02     4.783e-04     4.365e-03  
  727        7201   -6.107675e-01     4.086e-08     2.825e-02     4.802e-04     4.348e-03  
  728        7214   -6.107675e-01     4.149e-08     2.825e-02     4.821e-04     4.332e-03  
  729        7227   -6.107675e-01     4.213e-08     2.825e-02     4.841e-04     4.316e-03  
  730        7240   -6.107675e-01     4.278e-08     2.825e-02     4.862e-04     4.300e-03  
  731        7253   -6.107676e-01     4.344e-08     2.825e-02     4.882e-04     4.284e-03  
  732        7266   -6.107676e-01     4.412e-08     2.825e-02     4.903e-04     4.269e-03  
  733        7279   -6.107676e-01     4.480e-08     2.825e-02     4.924e-04     4.254e-03  
  734        7292   -6.107676e-01     4.550e-08     2.825e-02     4.946e-04     4.239e-03  
  735        7305   -6.107676e-01     4.620e-08     2.825e-02     4.967e-04     4.225e-03  
  736        7318   -6.107676e-01     4.692e-08     2.825e-02     4.989e-04     4.211e-03  
  737        7331   -6.107676e-01     4.765e-08     2.825e-02     5.010e-04     4.197e-03  
  738        7344   -6.107676e-01     4.838e-08     2.825e-02     5.032e-04     4.184e-03  
  739        7357   -6.107677e-01     4.913e-08     2.825e-02     5.053e-04     4.171e-03  
  740        7370   -6.107677e-01     4.989e-08     2.825e-02     5.075e-04     4.159e-03  
  741        7383   -6.107677e-01     5.066e-08     2.825e-02     5.097e-04     4.147e-03  
  742        7396   -6.107677e-01     5.144e-08     2.825e-02     5.118e-04     4.135e-03  
  743        7409   -6.107677e-01     5.222e-08     2.825e-02     5.140e-04     4.124e-03  
  744        7422   -6.107677e-01     5.302e-08     2.825e-02     5.161e-04     4.113e-03  
  745        7435   -6.107677e-01     5.383e-08     2.825e-02     5.182e-04     4.103e-03  
  746        7448   -6.107677e-01     5.465e-08     2.825e-02     5.203e-04     4.093e-03  
  747        7461   -6.107677e-01     5.548e-08     2.825e-02     5.224e-04     4.084e-03  
  748        7474   -6.107678e-01     5.632e-08     2.825e-02     5.244e-04     4.075e-03  
  749        7487   -6.107678e-01     5.718e-08     2.825e-02     5.264e-04     4.067e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  750        7500   -6.107678e-01     5.804e-08     2.825e-02     5.284e-04     4.059e-03  
  751        7513   -6.107678e-01     5.891e-08     2.825e-02     5.304e-04     4.052e-03  
  752        7526   -6.107678e-01     5.980e-08     2.825e-02     5.323e-04     4.045e-03  
  753        7539   -6.107678e-01     6.069e-08     2.825e-02     5.342e-04     4.039e-03  
  754        7552   -6.107678e-01     6.160e-08     2.825e-02     5.361e-04     4.033e-03  
  755        7565   -6.107678e-01     6.252e-08     2.825e-02     5.379e-04     4.028e-03  
  756        7578   -6.107679e-01     6.345e-08     2.825e-02     5.397e-04     4.024e-03  
  757        7591   -6.107679e-01     6.440e-08     2.825e-02     5.414e-04     4.020e-03  
  758        7604   -6.107679e-01     6.535e-08     2.825e-02     5.431e-04     4.017e-03  
  759        7617   -6.107679e-01     6.632e-08     2.825e-02     5.448e-04     4.015e-03  
  760        7630   -6.107679e-01     6.730e-08     2.825e-02     5.464e-04     4.013e-03  
  761        7643   -6.107679e-01     6.829e-08     2.825e-02     5.479e-04     4.013e-03  
  762        7656   -6.107679e-01     6.929e-08     2.825e-02     5.494e-04     4.012e-03  
  763        7669   -6.107679e-01     7.030e-08     2.825e-02     5.508e-04     4.013e-03  
  764        7682   -6.107680e-01     7.133e-08     2.825e-02     5.522e-04     4.015e-03  
  765        7695   -6.107680e-01     7.236e-08     2.825e-02     5.535e-04     4.017e-03  
  766        7708   -6.107680e-01     7.341e-08     2.825e-02     5.548e-04     4.020e-03  
  767        7721   -6.107680e-01     7.447e-08     2.825e-02     5.559e-04     4.024e-03  
  768        7734   -6.107680e-01     9.000e-08     1.977e-02     3.804e-04     4.013e-03  
  769        7752   -6.107680e-01     9.019e-08     3.323e-03     6.445e-05     4.010e-03  
  770        7770   -6.107680e-01     9.032e-08     3.323e-03     6.322e-05     4.007e-03  
  771        7787   -6.107680e-01     9.074e-08     4.748e-03     9.052e-05     3.999e-03  
  772        7805   -6.107680e-01     9.084e-08     3.323e-03     6.334e-05     3.992e-03  
  773        7822   -6.107680e-01     9.120e-08     4.748e-03     9.036e-05     3.982e-03  
  774        7839   -6.107680e-01     9.154e-08     4.748e-03     9.058e-05     3.971e-03  
  775        7856   -6.107680e-01     9.187e-08     4.748e-03     9.073e-05     3.960e-03  
  776        7873   -6.107680e-01     9.219e-08     4.748e-03     9.095e-05     3.948e-03  
  777        7890   -6.107680e-01     9.252e-08     4.748e-03     9.119e-05     3.936e-03  
  778        7907   -6.107680e-01     9.284e-08     4.748e-03     9.146e-05     3.923e-03  
  779        7924   -6.107680e-01     9.317e-08     4.748e-03     9.176e-05     3.910e-03  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  780        7941   -6.107680e-01     9.351e-08     4.748e-03     9.208e-05     3.898e-03  
  781        7958   -6.107680e-01     9.386e-08     4.748e-03     9.242e-05     3.885e-03  
  782        7975   -6.107680e-01     9.421e-08     4.748e-03     9.277e-05     3.872e-03  
  783        7992   -6.107680e-01     9.457e-08     4.748e-03     9.314e-05     3.858e-03  
  784        8009   -6.107680e-01     9.495e-08     4.748e-03     9.351e-05     3.845e-03  
  785        8026   -6.107680e-01     9.533e-08     4.748e-03     9.389e-05     3.832e-03  
  786        8043   -6.107680e-01     9.573e-08     4.748e-03     9.428e-05     3.819e-03  
  787        8060   -6.107680e-01     9.613e-08     4.748e-03     9.466e-05     3.806e-03  
  788        8077   -6.107680e-01     9.655e-08     4.748e-03     9.506e-05     3.793e-03  
  789        8094   -6.107680e-01     9.698e-08     4.748e-03     9.545e-05     3.780e-03  
  790        8112   -6.107680e-01     9.710e-08     3.323e-03     6.709e-05     3.771e-03  
  791        8130   -6.107681e-01     9.722e-08     3.323e-03     6.712e-05     3.762e-03  
  792        8148   -6.107681e-01     9.734e-08     3.323e-03     6.728e-05     3.752e-03  
  793        8166   -6.107681e-01     9.746e-08     3.323e-03     6.743e-05     3.743e-03  
  794        8184   -6.107681e-01     9.759e-08     3.323e-03     6.761e-05     3.734e-03  
  795        8203   -6.107681e-01     9.759e-08     2.326e-03     4.745e-05     3.727e-03  
  796        8222   -6.107681e-01     9.758e-08     2.326e-03     4.745e-05     3.720e-03  
  797        8241   -6.107681e-01     9.757e-08     2.326e-03     4.752e-05     3.713e-03  
