problem5


*********************  Running fminsdp  ********************** 

Calling NLP-solver fmincon for problem with no matrix inequality constraints.

 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
  205        1922   -6.107195e-01     2.395e-06     1.681e-01     5.713e-03     1.323e-02  
  206        1930   -6.107202e-01     2.188e-06     1.681e-01     5.805e-03     1.339e-02  
  207        1938   -6.107209e-01     2.004e-06     1.681e-01     5.819e-03     1.367e-02  
  208        1946   -6.107216e-01     1.833e-06     1.681e-01     5.784e-03     1.403e-02  
  209        1954   -6.107223e-01     1.671e-06     1.681e-01     5.725e-03     1.443e-02  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  210        1962   -6.107230e-01     1.515e-06     1.681e-01     5.658e-03     1.485e-02  
  211        1970   -6.107238e-01     1.363e-06     1.681e-01     5.592e-03     1.528e-02  
  212        1978   -6.107245e-01     1.215e-06     1.681e-01     5.532e-03     1.570e-02  
  213        1986   -6.107252e-01     1.138e-06     1.681e-01     5.480e-03     1.613e-02  
  214        1994   -6.107259e-01     1.151e-06     1.681e-01     5.438e-03     1.655e-02  
  215        2002   -6.107267e-01     1.156e-06     1.681e-01     5.408e-03     1.696e-02  
  216        2010   -6.107274e-01     1.153e-06     1.681e-01     5.389e-03     1.736e-02  
  217        2018   -6.107281e-01     1.143e-06     1.681e-01     5.383e-03     1.774e-02  
  218        2026   -6.107289e-01     1.127e-06     1.681e-01     5.387e-03     1.811e-02  
  219        2034   -6.107296e-01     1.105e-06     1.681e-01     5.400e-03     1.847e-02  
  220        2042   -6.107303e-01     1.082e-06     1.681e-01     5.420e-03     1.879e-02  
  221        2050   -6.107311e-01     1.055e-06     1.681e-01     5.445e-03     1.910e-02  
  222        2058   -6.107318e-01     1.025e-06     1.681e-01     5.471e-03     1.938e-02  
  223        2066   -6.107325e-01     9.920e-07     1.681e-01     5.496e-03     1.963e-02  
  224        2074   -6.107332e-01     9.568e-07     1.681e-01     5.519e-03     1.985e-02  
  225        2082   -6.107339e-01     9.198e-07     1.681e-01     5.536e-03     2.004e-02  
  226        2090   -6.107346e-01     8.816e-07     1.681e-01     5.546e-03     2.020e-02  
  227        2098   -6.107353e-01     8.425e-07     1.681e-01     5.548e-03     2.032e-02  
  228        2106   -6.107359e-01     8.031e-07     1.681e-01     5.542e-03     2.042e-02  
  229        2114   -6.107366e-01     7.637e-07     1.681e-01     5.527e-03     2.048e-02  
  230        2122   -6.107372e-01     7.247e-07     1.681e-01     5.504e-03     2.051e-02  
  231        2130   -6.107378e-01     6.864e-07     1.681e-01     5.474e-03     2.052e-02  
  232        2138   -6.107384e-01     6.493e-07     1.681e-01     5.437e-03     2.050e-02  
  233        2146   -6.107389e-01     6.134e-07     1.681e-01     5.396e-03     2.046e-02  
  234        2154   -6.107395e-01     5.790e-07     1.681e-01     5.350e-03     2.041e-02  
  235        2162   -6.107400e-01     5.462e-07     1.681e-01     5.302e-03     2.035e-02  
  236        2170   -6.107405e-01     5.461e-07     1.681e-01     5.252e-03     2.028e-02  
  237        2178   -6.107410e-01     5.465e-07     1.681e-01     5.202e-03     2.020e-02  
  238        2186   -6.107415e-01     5.448e-07     1.681e-01     5.153e-03     2.013e-02  
  239        2194   -6.107419e-01     5.412e-07     1.681e-01     5.106e-03     2.007e-02  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  240        2202   -6.107424e-01     5.362e-07     1.681e-01     5.061e-03     2.001e-02  
  241        2210   -6.107428e-01     5.300e-07     1.681e-01     5.019e-03     1.997e-02  
  242        2218   -6.107433e-01     5.229e-07     1.681e-01     4.982e-03     1.995e-02  
  243        2226   -6.107437e-01     5.149e-07     1.681e-01     4.949e-03     1.995e-02  
  244        2234   -6.107441e-01     5.064e-07     1.681e-01     4.920e-03     1.997e-02  
  245        2242   -6.107445e-01     4.973e-07     1.681e-01     4.895e-03     2.001e-02  
  246        2250   -6.107449e-01     4.879e-07     1.681e-01     4.875e-03     2.008e-02  
  247        2258   -6.107453e-01     4.780e-07     1.681e-01     4.859e-03     2.018e-02  
  248        2266   -6.107457e-01     4.679e-07     1.681e-01     4.848e-03     2.030e-02  
  249        2274   -6.107461e-01     4.574e-07     1.681e-01     4.839e-03     2.044e-02  
  250        2282   -6.107465e-01     4.465e-07     1.681e-01     4.834e-03     2.061e-02  
  251        2290   -6.107469e-01     4.353e-07     1.681e-01     4.831e-03     2.079e-02  
  252        2298   -6.107473e-01     4.237e-07     1.681e-01     4.830e-03     2.099e-02  
  253        2306   -6.107477e-01     4.116e-07     1.681e-01     4.830e-03     2.121e-02  
  254        2314   -6.107481e-01     3.991e-07     1.681e-01     4.831e-03     2.143e-02  
  255        2322   -6.107485e-01     3.860e-07     1.681e-01     4.831e-03     2.165e-02  
  256        2330   -6.107489e-01     3.723e-07     1.681e-01     4.830e-03     2.186e-02  
  257        2337   -6.107495e-01     4.571e-07     2.401e-01     6.910e-03     2.216e-02  
  258        2343   -6.107503e-01     2.984e-07     3.430e-01     9.757e-03     2.291e-02  
  259        2352   -6.107505e-01     2.529e-07     1.176e-01     3.224e-03     2.297e-02  
  260        2359   -6.107511e-01     4.286e-07     2.401e-01     6.570e-03     2.186e-02  
  261        2365   -6.107519e-01     3.640e-07     3.430e-01     9.872e-03     2.239e-02  
  262        2373   -6.107523e-01     2.712e-07     1.681e-01     4.657e-03     2.250e-02  
  263        2380   -6.107528e-01     3.208e-07     2.401e-01     6.572e-03     2.152e-02  
  264        2386   -6.107535e-01     3.019e-07     3.430e-01     9.679e-03     2.142e-02  
  265        2394   -6.107539e-01     2.573e-07     1.681e-01     4.621e-03     2.145e-02  
  266        2401   -6.107544e-01     2.737e-07     2.401e-01     6.455e-03     2.038e-02  
  267        2407   -6.107551e-01     3.541e-07     3.430e-01     9.428e-03     2.002e-02  
  268        2414   -6.107555e-01     3.061e-07     2.401e-01     6.390e-03     1.993e-02  
  269        2420   -6.107561e-01     3.278e-07     3.430e-01     8.852e-03     1.864e-02  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  270        2427   -6.107565e-01     2.837e-07     2.401e-01     6.191e-03     1.841e-02  
  271        2433   -6.107570e-01     4.178e-07     3.430e-01     8.580e-03     1.721e-02  
  272        2440   -6.107573e-01     2.191e-07     2.401e-01     5.974e-03     1.699e-02  
  273        2446   -6.107578e-01     5.432e-07     3.430e-01     8.283e-03     1.591e-02  
  274        2452   -6.107582e-01     2.588e-07     3.430e-01     8.247e-03     1.567e-02  
  275        2458   -6.107585e-01     2.701e-07     3.430e-01     7.915e-03     1.501e-02  
  276        2463   -6.107590e-01     5.108e-07     4.900e-01     1.118e-02     1.412e-02  
  277        2471   -6.107592e-01     3.539e-07     1.681e-01     3.754e-03     1.406e-02  
  278        2478   -6.107594e-01     5.514e-07     2.401e-01     5.323e-03     1.317e-02  
  279        2486   -6.107595e-01     5.296e-07     1.681e-01     4.005e-03     1.319e-02  
  280        2495   -6.107597e-01     5.011e-07     1.176e-01     2.827e-03     1.319e-02  
  281        2504   -6.107598e-01     4.914e-07     1.176e-01     2.886e-03     1.322e-02  
  282        2514   -6.107599e-01     4.662e-07     8.235e-02     2.067e-03     1.333e-02  
  283        2524   -6.107600e-01     4.474e-07     8.235e-02     2.092e-03     1.345e-02  
  284        2534   -6.107601e-01     4.313e-07     8.235e-02     2.127e-03     1.363e-02  
  285        2544   -6.107602e-01     4.169e-07     8.235e-02     2.142e-03     1.384e-02  
  286        2554   -6.107603e-01     4.035e-07     8.235e-02     2.142e-03     1.406e-02  
  287        2564   -6.107604e-01     3.907e-07     8.235e-02     2.132e-03     1.428e-02  
  288        2574   -6.107605e-01     3.783e-07     8.235e-02     2.115e-03     1.447e-02  
  289        2584   -6.107606e-01     3.660e-07     8.235e-02     2.094e-03     1.465e-02  
  290        2594   -6.107606e-01     3.539e-07     8.235e-02     2.071e-03     1.479e-02  
  291        2604   -6.107607e-01     3.417e-07     8.235e-02     2.045e-03     1.491e-02  
  292        2614   -6.107608e-01     3.296e-07     8.235e-02     2.019e-03     1.500e-02  
  293        2624   -6.107609e-01     3.176e-07     8.235e-02     1.992e-03     1.506e-02  
  294        2634   -6.107610e-01     3.056e-07     8.235e-02     1.964e-03     1.509e-02  
  295        2644   -6.107611e-01     2.937e-07     8.235e-02     1.937e-03     1.509e-02  
  296        2654   -6.107612e-01     2.820e-07     8.235e-02     1.909e-03     1.507e-02  
  297        2664   -6.107613e-01     2.705e-07     8.235e-02     1.882e-03     1.503e-02  
  298        2674   -6.107613e-01     2.591e-07     8.235e-02     1.855e-03     1.497e-02  
  299        2683   -6.107614e-01     2.616e-07     1.176e-01     2.621e-03     1.487e-02  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  300        2692   -6.107615e-01     2.573e-07     1.176e-01     2.581e-03     1.481e-02  
  301        2701   -6.107616e-01     2.506e-07     1.176e-01     2.514e-03     1.471e-02  
  302        2710   -6.107617e-01     2.425e-07     1.176e-01     2.454e-03     1.457e-02  
  303        2719   -6.107618e-01     2.340e-07     1.176e-01     2.401e-03     1.441e-02  
  304        2728   -6.107619e-01     2.248e-07     1.176e-01     2.353e-03     1.424e-02  
