problem2
*********** generating gradients please wait ***********


*********************  Running fminsdp  ********************** 

Calling NLP-solver fmincon for problem with no matrix inequality constraints.

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
 602  1.2484389e-01 5.06e-03 2.13e-01  -3.4 8.17e-01    -  1.00e+00 1.00e+00H  1
 603  1.2427169e-01 2.29e-02 1.86e-01  -3.4 7.94e-01    -  1.00e+00 1.00e+00h  1
 604  1.2386638e-01 2.49e-02 5.68e-02  -3.4 3.27e-01    -  1.00e+00 1.00e+00h  1
 605  1.2424073e-01 8.39e-03 1.41e-01  -3.4 1.36e-01    -  1.00e+00 1.00e+00h  1
 606  1.2436951e-01 7.52e-03 4.03e-01  -3.4 2.31e-01    -  1.00e+00 1.00e+00H  1
 607  1.2398306e-01 1.31e-02 2.88e-01  -3.4 3.84e-01    -  1.00e+00 1.00e+00h  1
 608  1.2333410e-01 6.86e-03 1.39e-01  -3.4 5.85e-01    -  1.00e+00 1.00e+00h  1
 609  1.2290847e-01 8.53e-03 2.76e-02  -3.4 4.67e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 610  1.2318814e-01 3.78e-03 4.92e-03  -3.4 2.70e-01    -  1.00e+00 1.00e+00h  1
 611  1.2378246e-01 1.54e-03 3.24e-01  -3.4 2.74e-01    -  1.00e+00 1.00e+00H  1
 612  1.2197232e-01 3.80e-02 2.02e-01  -3.4 1.59e+00    -  1.00e+00 1.00e+00h  1
 613  1.2180552e-01 2.25e-02 5.19e-02  -3.4 5.23e-01    -  1.00e+00 5.00e-01h  2
 614  1.2146628e-01 2.64e-02 7.66e-02  -3.4 2.88e+00    -  1.00e+00 2.50e-01h  3
 615  1.2150757e-01 2.40e-02 2.53e-02  -3.4 1.80e+00    -  1.00e+00 1.25e-01h  4
 616  1.2140812e-01 2.17e-02 1.11e-01  -3.4 2.30e+00    -  1.00e+00 1.25e-01h  4
 617  1.2283574e-01 1.79e-02 1.14e-01  -3.4 7.52e-01    -  1.00e+00 1.00e+00h  1
 618  1.2338129e-01 5.55e-03 1.15e-01  -3.4 3.14e-01    -  1.00e+00 1.00e+00H  1
 619  1.2283745e-01 3.93e-03 1.90e-01  -3.4 6.80e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 620  1.2203536e-01 1.31e-02 2.56e-01  -3.4 4.65e-01    -  1.00e+00 1.00e+00h  1
 621  1.2250324e-01 9.64e-03 6.97e-02  -3.4 3.87e-01    -  1.00e+00 1.00e+00h  1
 622  1.2299251e-01 3.76e-03 1.08e-01  -3.4 5.12e-01    -  1.00e+00 1.00e+00H  1
 623  1.2272309e-01 2.76e-03 3.64e-01  -3.4 5.44e-01    -  1.00e+00 1.00e+00H  1
 624  1.2124421e-01 1.42e-02 4.55e-02  -3.4 4.07e-01    -  1.00e+00 1.00e+00h  1
 625  1.2230172e-01 1.06e-03 1.15e-02  -3.4 2.08e-01    -  1.00e+00 1.00e+00h  1
 626  1.2216950e-01 1.17e-03 4.95e-02  -3.4 4.02e-01    -  1.00e+00 1.00e+00H  1
 627  1.2276079e-01 1.11e-03 1.75e-01  -3.4 1.38e+00    -  1.00e+00 1.00e+00H  1
 628  1.2060709e-01 1.68e-02 5.69e-02  -3.4 6.23e-01    -  1.00e+00 1.00e+00h  1
 629  1.2188427e-01 6.14e-03 8.10e-02  -3.4 3.58e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 630  1.2191198e-01 4.51e-03 6.95e-02  -3.4 3.72e-01    -  1.00e+00 1.00e+00h  1
 631  1.2217887e-01 1.71e-03 5.83e-02  -3.4 5.35e-01    -  1.00e+00 1.00e+00h  1
 632  1.2213654e-01 6.60e-04 2.27e-01  -3.4 7.43e-01    -  1.00e+00 1.00e+00H  1
 633  1.2163440e-01 1.04e-02 8.75e-02  -3.4 2.32e-01    -  1.00e+00 1.00e+00h  1
 634  1.2199807e-01 1.37e-03 3.80e-02  -3.4 2.79e-01    -  1.00e+00 1.00e+00h  1
 635  1.2204305e-01 1.54e-04 9.79e-03  -3.4 4.32e-01    -  1.00e+00 1.00e+00H  1
 636  1.1903280e-01 5.94e-02 1.35e-01  -4.2 1.62e+00    -  9.98e-01 1.00e+00h  1
 637  1.1855110e-01 1.04e-01 2.01e-01  -4.3 1.23e+00    -  1.00e+00 1.00e+00h  1
 638  1.1865115e-01 9.01e-02 1.93e-01  -4.3 5.07e+00    -  8.17e-01 1.39e-01h  3
 639  1.1683452e-01 1.07e+00 4.82e-01  -4.3 4.48e+00    -  9.83e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 640  1.1482158e-01 6.51e-01 2.19e-01  -4.3 4.26e+00    -  6.02e-01 1.00e+00h  1
 641  1.0980249e-01 6.21e-01 1.35e-01  -4.3 1.09e+01    -  5.95e-01 1.17e-01h  1
 642  1.0704055e-01 2.48e-01 2.12e-01  -4.3 7.75e+00    -  5.15e-01 6.61e-01h  1
 643  9.1991077e-02 2.23e-01 5.15e-01  -4.3 2.64e+00    -  1.00e+00 1.00e+00h  1
 644  9.4737816e-02 1.03e-01 3.09e-01  -4.4 3.75e+00    -  1.00e+00 2.50e-01h  3
 645  1.2060713e-01 1.93e-01 5.51e-02  -4.1 3.05e+00    -  6.96e-01 1.00e+00h  1
 646  1.1897566e-01 9.08e-01 4.99e-01  -4.3 4.28e+00    -  5.19e-01 1.00e+00h  1
 647  6.5328752e-02 9.33e-01 4.04e-01  -4.3 4.48e+00    -  1.00e+00 1.00e+00h  1
 648  6.8266323e-02 7.73e-01 4.17e-01  -4.3 1.76e+01    -  8.56e-01 1.67e-01h  1
 649  1.0184706e-01 1.01e+00 3.72e-01  -4.3 1.53e+01    -  1.45e-01 5.93e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 650  5.9543533e-02 1.35e+00 1.95e-01  -4.3 6.60e+00    -  3.70e-01 1.00e+00h  1
 651  6.2012264e-02 1.15e+00 1.64e-01  -4.3 1.14e+01    -  1.48e-01 1.71e-01h  1
 652  4.7373775e-02 1.70e+00 4.25e-01  -4.3 2.20e+01    -  1.71e-01 2.14e-01h  1
 653  4.5916475e-02 1.23e+00 5.05e-01  -4.3 1.81e+01    -  1.75e-01 2.53e-01h  1
 654  5.8274299e-02 6.16e-01 2.91e-01  -4.3 7.61e+00    -  3.86e-01 9.31e-01h  1
 655  5.8595039e-02 1.15e+00 4.24e-01  -4.3 1.79e+01    -  1.10e-01 4.21e-01f  1
 656  8.9372333e-02 3.74e-01 2.39e-01  -4.3 2.67e+00    -  5.64e-01 7.30e-01h  1
 657  1.0132444e-01 2.76e-01 1.07e-01  -4.3 3.42e+00    -  4.50e-01 2.73e-01h  1
 658  1.1364199e-01 1.88e-01 1.06e-01  -4.3 3.30e+00    -  1.00e+00 5.52e-01h  1
 659  1.2714681e-01 1.50e-01 1.09e-01  -4.3 1.94e+00    -  4.61e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 660  1.2551579e-01 1.34e-01 6.83e-02  -4.3 9.56e+00    -  3.18e-01 8.54e-02h  3
 661  1.2535869e-01 1.09e-01 7.99e-02  -4.3 4.27e+00    -  1.00e+00 1.98e-01h  3
 662  1.2708682e-01 2.42e-02 5.49e-02  -4.3 1.01e+00    -  8.99e-01 1.00e+00h  1
 663  1.2562308e-01 9.81e-02 1.56e-01  -4.3 1.93e+01    -  3.84e-01 8.47e-02h  3
 664  1.2219796e-01 4.01e-02 1.24e-01  -4.3 1.21e+00    -  1.00e+00 1.00e+00h  1
 665  1.2394624e-01 6.69e-02 6.05e-02  -4.3 1.01e+00    -  7.91e-01 1.00e+00h  1
 666  1.2399199e-01 3.80e-02 2.55e-02  -4.3 1.10e+00    -  1.00e+00 4.24e-01h  1
 667  1.2636968e-01 3.21e-03 2.01e+01  -4.3 1.97e+00    -  3.81e-04 1.00e+00H  1
 668  1.2317932e-01 4.04e-02 8.29e-02  -4.3 1.98e+00    -  1.00e+00 1.00e+00h  1
 669  1.2279727e-01 2.88e-02 1.05e-01  -4.3 4.85e+00    -  1.00e+00 1.87e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 670  1.2254646e-01 2.33e-02 1.64e-01  -4.3 1.36e+00    -  1.00e+00 1.00e+00h  1
 671  1.1979604e-01 2.81e-02 4.74e-02  -4.3 1.73e+00    -  1.00e+00 1.00e+00h  1
 672  1.2525182e-01 1.05e-02 7.32e-02  -4.3 2.82e+00    -  5.90e-01 1.00e+00H  1
 673  1.4163512e-01 4.65e-03 3.49e-01  -4.3 3.33e+00    -  8.82e-01 1.00e+00H  1
 674  1.0696142e-01 2.32e-01 2.27e-01  -4.3 2.50e+00    -  1.00e+00 1.00e+00h  1
 675  1.1525364e-01 9.50e-02 5.63e-01  -4.3 3.94e+00    -  1.64e-01 7.16e-01h  1
 676  1.1836207e-01 2.01e-01 1.65e-01  -4.3 1.70e+00    -  1.37e-01 1.00e+00h  1
 677  1.1890658e-01 1.20e-01 3.31e-02  -4.3 2.75e+00    -  1.00e+00 4.81e-01h  1
 678  1.2369313e-01 1.23e-02 7.15e-02  -4.3 7.09e-01    -  9.37e-02 1.00e+00h  1
 679  1.2522560e-01 2.48e-03 1.69e-01  -4.3 1.33e+00    -  6.23e-01 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 680  1.2383716e-01 1.01e-02 1.06e-01  -4.3 2.71e+00    -  8.04e-01 2.50e-01h  3
 681  1.2405241e-01 4.55e-03 1.30e-01  -4.3 9.43e-01    -  7.93e-01 1.00e+00H  1
 682  1.2437974e-01 4.47e-03 1.67e-01  -4.3 1.29e+00    -  1.00e+00 1.00e+00H  1
 683  1.2372943e-01 7.02e-03 4.58e-02  -4.3 1.35e+00    -  1.00e+00 2.50e-01h  3
 684  1.2375051e-01 1.81e-03 5.99e-02  -4.3 2.65e-01    -  1.00e+00 1.00e+00h  1
 685  1.2355819e-01 9.71e-03 7.57e-02  -4.3 1.14e+00    -  1.00e+00 5.00e-01h  2
 686  1.2358837e-01 4.37e-03 6.37e-02  -4.3 3.65e-01    -  1.00e+00 1.00e+00h  1
 687  1.2328865e-01 1.05e-02 1.13e-01  -4.3 7.51e-01    -  1.00e+00 1.00e+00h  1
 688  1.2345556e-01 9.40e-03 1.92e-02  -4.3 7.54e-01    -  1.00e+00 5.00e-01h  2
 689  1.2363915e-01 4.87e-03 5.55e-02  -4.3 7.41e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 690  1.2415279e-01 2.66e-04 3.10e-01  -4.3 1.17e+00    -  1.00e+00 1.00e+00H  1
 691  1.2406644e-01 1.27e-03 2.52e-01  -4.3 1.47e+00    -  1.00e+00 1.06e-01h  4
 692  1.2398320e-01 1.16e-03 2.19e-01  -4.3 6.88e-01    -  1.00e+00 1.25e-01h  4
 693  1.2392537e-01 1.18e-03 2.07e-01  -4.3 5.09e+00    -  4.88e-01 1.22e-02h  6
 694  1.2378580e-01 2.58e-03 1.44e-01  -4.3 4.77e+00    -  1.00e+00 4.66e-02h  4
 695  1.2359572e-01 3.75e-03 1.56e-01  -4.3 1.83e+00    -  6.80e-01 1.25e-01h  4
 696  1.2342648e-01 3.16e-02 2.54e-01  -4.3 8.19e-01    -  1.00e+00 1.00e+00h  1
 697  1.2347262e-01 1.37e-02 7.90e-02  -4.3 5.43e-01    -  9.23e-01 1.00e+00h  1
 698  1.2067887e-01 5.77e-01 1.94e+00  -4.3 5.49e+00    -  4.52e-01 8.74e-01h  1
 699  5.6229390e-02 1.20e+00 7.81e-01  -4.3 3.51e+00    -  1.30e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 700  9.5836862e-02 3.48e-01 5.25e-01  -4.3 3.93e+00    -  7.62e-01 5.55e-01H  1
 701  9.4591192e-02 4.47e-01 4.61e-01  -4.3 7.53e+00    -  2.69e-02 4.31e-01F  1
 702  9.6823332e-02 3.89e-01 4.28e-01  -4.3 6.92e+00    -  2.19e-02 1.43e-01h  3
 703  9.6193599e-02 3.95e-01 2.61e-01  -4.3 5.22e+00    -  5.52e-01 1.76e-01h  3
 704  1.0881588e-01 4.35e-01 1.51e-01  -4.3 3.92e+00    -  9.85e-01 5.00e-01h  2
 705  1.1401231e-01 1.62e-01 3.99e-01  -4.3 1.47e+00    -  9.88e-01 5.00e-01h  2
 706  1.1042145e-01 2.18e-01 4.95e-02  -4.3 2.67e+00    -  1.00e+00 4.19e-01h  2
 707  1.1934236e-01 7.13e-02 5.07e-02  -4.3 1.16e+00    -  1.00e+00 8.30e-01h  1
 708  1.1971718e-01 7.09e-02 2.76e-01  -4.3 3.22e+00    -  7.96e-01 5.00e-01f  2
 709  1.1875562e-01 6.34e-02 6.67e-01  -4.3 7.78e+00    -  3.30e-01 7.61e-02h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 710  1.1795750e-01 5.57e-02 7.51e-01  -4.3 5.78e+00    -  1.00e+00 9.49e-02h  1
 711  1.1938382e-01 5.11e-02 7.45e-01  -4.3 1.21e+00    -  1.23e-02 2.78e-01h  2
 712  1.2160220e-01 2.61e-02 4.08e-01  -4.3 1.19e+00    -  6.54e-01 5.00e-01h  2
 713  1.2272756e-01 1.64e-02 2.47e-01  -4.3 6.20e-01    -  8.12e-01 4.63e-01h  2
 714  1.2305825e-01 1.22e-02 1.68e-01  -4.3 5.21e-01    -  1.00e+00 2.50e-01h  3
 715  1.2273564e-01 2.84e-02 1.45e-01  -4.3 4.21e+00    -  1.00e+00 2.26e-01h  3
 716  1.2497861e-01 8.16e-03 2.88e-01  -4.3 9.71e-01    -  6.25e-01 1.00e+00H  1
 717  1.2247601e-01 6.98e-01 1.09e+00  -4.3 1.56e+00    -  3.14e-01 1.00e+00h  1
 718  1.0179073e-01 1.90e-01 7.82e-01  -4.3 1.10e+00    -  1.00e+00 8.03e-01h  1
 719  1.2264210e-01 1.40e-01 4.16e+00  -4.3 2.56e+00    -  3.34e-04 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 720  1.2029297e-01 1.37e-01 3.94e+00  -4.3 9.74e+00    -  2.19e-01 3.43e-02h  3
 721  1.2277787e-01 6.48e-02 7.38e-02  -4.3 1.68e+00    -  1.00e+00 1.00e+00h  1
 722  1.2113656e-01 4.85e-02 2.00e-01  -4.3 4.50e+00    -  1.00e+00 2.35e-01h  1
 723  1.2117109e-01 6.86e-02 9.69e+00  -4.3 1.91e+00    -  1.01e-03 5.00e-01h  2
 724  1.2265341e-01 3.21e-03 3.36e-02  -4.3 2.75e-01    -  5.40e-01 1.00e+00h  1
 725  1.2367987e-01 4.90e-03 1.53e-02  -4.3 4.83e-01    -  1.00e+00 1.00e+00h  1
 726  1.2401675e-01 1.63e-03 1.01e-01  -4.3 8.29e-01    -  1.00e+00 1.00e+00H  1
 727  1.2377491e-01 6.40e-04 8.14e-02  -4.3 4.35e-01    -  1.00e+00 1.00e+00H  1
 728  1.2376275e-01 8.07e-04 1.28e-01  -4.3 6.54e-01    -  1.00e+00 1.00e+00H  1
 729  1.2365861e-01 4.97e-04 3.06e-02  -4.3 5.13e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 730  1.2357851e-01 1.27e-03 3.70e-02  -4.3 1.42e-01    -  1.00e+00 1.00e+00h  1
 731  1.2348764e-01 3.07e-03 5.72e-02  -4.3 8.46e-01    -  1.00e+00 2.50e-01h  3
 732  1.2351790e-01 2.96e-03 1.87e-02  -4.3 2.29e-01    -  1.00e+00 1.00e+00h  1
 733  1.2409886e-01 1.06e-04 6.35e-02  -4.3 7.80e-01    -  1.00e+00 1.00e+00H  1
 734  1.2284063e-01 1.08e-02 1.31e-02  -5.2 5.51e-01    -  1.00e+00 1.00e+00h  1
 735  1.2278774e-01 1.10e-01 1.89e-01  -5.3 2.47e+00    -  4.28e-01 1.00e+00h  1
 736  1.2197671e-01 9.71e-02 1.16e-01  -5.3 2.13e+00    -  6.31e-01 1.14e-01h  1
 737  1.2171902e-01 6.50e-01 7.69e-01  -5.3 5.68e+00    -  1.00e+00 4.33e-01h  1
 738  1.1916227e-01 5.11e-01 6.33e-01  -5.3 2.36e+00    -  4.53e-01 1.00e+00h  1
 739  9.1235510e-02 2.57e-01 2.03e-01  -5.3 1.58e+00    -  5.82e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 740  1.2466794e-01 4.17e-02 2.13e-01  -5.7 1.37e+00    -  6.84e-01 1.00e+00H  1
 741  1.2289218e-01 2.61e-02 1.05e-01  -5.6 9.51e-01    -  1.00e+00 1.00e+00h  1
 742  1.2407158e-01 4.96e-03 4.43e-02  -5.6 4.78e-01    -  3.69e-01 1.00e+00h  1
 743  1.2421799e-01 2.53e-04 1.12e-02  -5.6 1.77e-01    -  5.86e-01 1.00e+00H  1
 744  1.2402869e-01 3.22e-03 1.41e-01  -5.6 3.74e-01    -  4.26e-01 1.00e+00h  1
 745  1.2260262e-01 2.59e-01 1.13e+00  -5.6 3.58e+01    -  2.83e-02 6.84e-02h  1
 746  1.0622951e-01 5.16e-01 3.75e-01  -5.6 2.60e+00    -  7.70e-02 1.00e+00h  1
 747  1.0364777e-01 4.83e-01 2.67e-01  -5.6 1.59e+01    -  4.48e-02 6.90e-02h  1
 748  1.1679129e-01 8.19e-02 1.31e+00  -5.6 3.09e+00    -  1.51e-04 6.36e-01H  1
 749  1.1640269e-01 7.84e-02 1.20e+00  -5.6 8.60e+00    -  3.63e-06 3.64e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 750  1.1090704e-01 9.98e-02 8.17e-01  -5.6 2.70e+01    -  1.21e-02 6.25e-02h  2
 751  1.0016980e-01 3.68e-01 1.53e+00  -5.6 1.22e+01    -  1.30e-01 3.39e-01h  1
 752  9.9134160e-02 3.38e-01 1.59e+00  -5.6 2.72e+01    -  2.79e-03 2.91e-01f  1
 753  9.0966269e-02 3.20e-01 1.79e+00  -5.6 1.90e+01    -  2.02e-04 3.29e-02h  1
 754  5.6916439e-02 6.40e-01 1.79e+00  -5.6 1.41e+01    -  3.04e-06 1.87e-01f  1
 755  5.9340360e-02 6.15e-01 1.76e+00  -5.6 1.98e+01    -  1.35e-02 4.02e-02h  1
 756  8.7692887e-02 4.62e-01 1.45e+00  -5.6 3.57e-01    -  9.96e-01 2.50e-01h  3
 757  9.6199969e-02 3.48e-01 1.53e+00  -5.6 6.11e-01    -  1.00e+00 2.50e-01h  3
 758  1.0088450e-01 3.06e-01 1.47e+00  -5.6 5.00e-01    -  1.00e+00 1.25e-01h  4
 759  1.0343273e-01 2.87e-01 1.43e+00  -5.6 4.09e-01    -  1.00e+00 6.25e-02h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 760  1.4509218e-02 7.56e-01 4.02e+00  -5.6 7.77e+01    -  5.67e-03 1.77e-02h  1
 761  4.8989700e-02 5.70e-01 2.84e+00  -5.6 3.61e+00    -  1.00e+00 2.50e-01h  3
 762  9.0784188e-02 3.04e-01 1.98e+00  -5.6 1.06e+00    -  1.00e+00 5.00e-01h  2
 763  9.4093619e-02 2.87e-01 1.87e+00  -5.6 8.96e-02    -  6.77e-01 5.58e-02h  5
 764  1.5934080e-03 1.42e+00 9.21e-01  -5.6 1.86e+00    -  1.00e+00 8.00e-01h  1
 765 -3.9855918e-02 6.73e-01 2.81e-01  -5.6 1.30e+00    -  1.99e-04 1.00e+00h  1
 766  5.6529791e-02 2.85e-01 6.35e-02  -5.6 5.53e-01    -  1.00e+00 1.00e+00h  1
 767  1.2961395e-01 1.59e-02 4.58e-02  -5.9 3.03e-01    -  1.00e+00 1.00e+00h  1
 768  1.3129162e-01 1.54e-03 7.93e-02  -6.0 1.96e-01    -  1.00e+00 1.00e+00h  1
 769  1.1196187e-01 3.33e-01 2.51e-01  -6.0 2.69e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 770  9.1016142e-02 6.02e-01 2.03e+00  -6.0 5.04e+00    -  1.55e-01 6.10e-01h  1
 771  2.8727229e-02 2.68e-01 5.76e-01  -6.0 2.63e+00    -  1.00e+00 1.00e+00h  1
 772  4.7408371e-02 2.02e-01 4.05e-01  -6.0 7.94e-01    -  7.68e-01 2.44e-01h  1
 773  1.1450118e-01 1.73e-02 2.02e-02  -6.5 2.92e-01    -  1.00e+00 1.00e+00h  1
 774  1.2079499e-01 3.12e-03 2.78e-02  -7.3 2.53e-01    -  1.00e+00 1.00e+00h  1
 775  1.2097041e-01 9.39e-04 3.19e-02  -7.4 1.49e-01    -  1.00e+00 1.00e+00h  1
 776  1.2032511e-01 3.50e-02 8.65e-02  -7.4 1.03e+00    -  1.00e+00 1.00e+00h  1
 777  1.1968391e-01 5.28e-02 1.05e-01  -7.4 5.70e+00    -  7.20e-01 1.57e-01h  1
 778  1.1953897e-01 7.92e-02 2.79e-01  -7.4 1.13e+00    -  1.00e+00 1.00e+00h  1
 779  1.1774656e-01 4.24e-02 7.65e-02  -7.4 1.08e+00    -  5.76e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 780  1.2034409e-01 1.63e-02 4.96e-02  -7.4 4.31e-01    -  1.00e+00 1.00e+00h  1
 781  1.2026654e-01 8.76e-03 2.40e-02  -7.4 9.62e-01    -  1.00e+00 4.09e-01h  2
 782  1.1995834e-01 1.05e-02 1.35e-02  -7.4 3.08e-01    -  8.01e-01 1.00e+00h  1
 783  1.2039120e-01 7.56e-04 3.45e-03  -7.4 2.03e-01    -  1.00e+00 1.00e+00h  1
 784  1.2021537e-01 2.02e-02 2.62e-02  -5.4 6.92e+00    -  1.00e+00 2.47e-01h  1
 785  1.1952420e-01 1.87e-02 2.55e-02  -5.5 1.17e+00    -  1.00e+00 1.00e+00h  1
 786  1.2031123e-01 2.79e-03 2.21e-02  -5.5 3.49e-01    -  1.00e+00 1.00e+00h  1
 787  1.2022952e-01 2.27e-02 8.23e-02  -6.1 6.26e-01    -  1.00e+00 1.00e+00h  1
 788  1.1997071e-01 1.39e-02 4.83e-02  -6.2 4.49e-01    -  4.62e-01 1.00e+00h  1
 789  1.2023818e-01 1.05e-02 1.77e-02  -6.2 2.47e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 790  1.2013221e-01 1.86e-02 7.44e-02  -6.2 5.64e-01    -  8.47e-01 1.00e+00h  1
 791  1.1998067e-01 9.06e-03 1.25e-02  -6.2 5.96e-01    -  1.00e+00 1.00e+00h  1
 792  1.2024013e-01 6.30e-03 3.85e-02  -6.2 3.82e-01    -  1.00e+00 1.00e+00h  1
 793  1.2008651e-01 5.96e-03 9.14e-03  -5.9 4.05e-01    -  1.00e+00 1.00e+00h  1
 794  1.2028337e-01 1.04e-03 8.49e-03  -6.1 1.37e-01    -  1.00e+00 1.00e+00h  1
 795  1.2027722e-01 6.47e-04 5.16e-03  -7.6 1.53e-01    -  1.00e+00 1.00e+00h  1
 796  1.2028466e-01 1.50e-04 2.32e-04  -8.6 5.57e-02    -  1.00e+00 1.00e+00h  1
 797  1.2027013e-01 1.46e-03 3.81e-02  -6.5 3.99e+00    -  1.00e+00 9.78e-02h  1
 798  1.2023463e-01 3.61e-02 1.18e-01  -6.7 6.40e-01    -  1.00e+00 1.00e+00h  1
 799  1.1923364e-01 3.62e-02 8.76e-04  -6.8 7.30e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 800  1.2027451e-01 9.11e-05 5.31e-04  -6.8 9.02e-02    -  1.00e+00 1.00e+00h  1
 801  1.2027674e-01 5.16e-05 4.36e-03  -8.7 5.80e-02    -  1.00e+00 1.00e+00h  1
 802  1.2027082e-01 8.53e-04 5.17e-03  -7.9 1.09e-01    -  1.00e+00 1.00e+00h  1
 803  1.2025441e-01 1.20e-02 3.08e-02  -7.4 7.34e-01    -  1.00e+00 1.00e+00h  1
 804  1.1991651e-01 8.03e-03 1.85e-02  -7.4 7.03e-01    -  1.00e+00 1.00e+00h  1
 805  1.2003856e-01 5.47e-03 5.60e-03  -7.4 3.52e-01    -  1.00e+00 3.59e-01h  1
 806  1.2027212e-01 5.35e-04 1.48e-03  -7.4 8.54e-02    -  5.06e-01 1.00e+00h  1
 807  1.2023228e-01 1.21e-01 1.04e-01  -6.2 1.46e+00    -  1.00e+00 1.00e+00h  1
 808  1.1982996e-01 7.50e-02 2.74e-02  -6.3 1.19e+00    -  1.00e+00 1.00e+00h  1
 809  1.1839225e-01 7.30e-01 8.07e-01  -6.3 4.19e+00    -  2.33e-01 9.28e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 810  1.1218832e-01 2.72e-01 3.78e-01  -6.3 2.93e+00    -  1.00e+00 1.00e+00h  1
 811  1.1163503e-01 2.67e-01 2.89e-01  -6.3 1.59e+01    -  2.10e-01 2.42e-02h  1
 812  1.2245291e-01 4.66e-02 1.54e-01  -6.3 2.47e+00    -  1.19e-01 1.00e+00H  1
 813  1.1901969e-01 4.02e-01 3.97e-01  -6.3 1.54e+01    -  4.66e-02 1.82e-01h  2
 814  1.1854047e-01 2.98e-01 6.44e-01  -6.3 5.40e+00    -  4.89e-01 2.73e-01H  1
 815  1.1664067e-01 2.78e-01 7.59e-01  -6.3 4.09e+00    -  2.87e-03 5.00e-01h  2
 816  1.2301909e-01 5.22e-03 2.06e-01  -6.3 2.34e+00    -  3.07e-01 1.00e+00H  1
 817  1.2179872e-01 7.96e-02 4.30e-01  -6.3 6.92e+00    -  6.93e-01 2.10e-01h  3
 818  1.0557249e-01 1.23e+00 4.28e-01  -6.3 4.87e+00    -  1.45e-01 8.42e-01h  1
 819  9.6861931e-02 5.35e-01 4.25e-01  -6.3 2.60e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 820  1.2026250e-01 1.39e-01 3.87e-01  -6.3 2.02e+00    -  2.34e-01 9.48e-01H  1
 821  1.1923713e-01 1.87e-01 1.42e-01  -6.3 4.05e+00    -  2.02e-04 5.00e-01h  2
 822  1.1598680e-01 3.42e-01 5.33e-01  -6.3 1.20e+01    -  8.03e-02 1.99e-01h  2
 823  1.1350671e-01 6.28e-01 1.17e+00  -6.3 1.26e+01    -  4.57e-01 1.84e-01h  2
 824  1.1181510e-01 4.94e-01 2.47e-01  -6.3 4.93e+00    -  3.11e-01 5.22e-01H  1
 825  1.1122004e-01 5.04e-01 4.35e-01  -6.3 1.44e+01    -  1.14e-03 9.33e-02h  3
