problem2
*********** generating gradients please wait ***********


*********************  Running fminsdp  ********************** 

Calling NLP-solver fmincon for problem with no matrix inequality constraints.

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
2328  1.2018635e-01 8.61e-03 1.34e-01  -9.0 2.35e+00    -  7.31e-02 1.25e-01h  4
2329  1.2017295e-01 1.22e-02 2.84e-02  -9.0 4.55e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2330  1.2021810e-01 9.13e-03 2.51e-02  -9.0 4.61e-02    -  1.00e+00 2.50e-01h  3
2331  1.2023447e-01 7.99e-03 2.07e-02  -9.0 1.11e-01    -  1.00e+00 1.25e-01h  4
2332  1.2024760e-01 7.02e-03 2.02e-02  -9.0 3.12e-01    -  1.00e+00 1.25e-01h  4
2333  1.2029685e-01 3.50e-03 7.45e-03  -9.0 2.69e-01    -  1.00e+00 5.00e-01h  2
2334  1.2029420e-01 3.37e-03 5.06e-03  -9.0 2.99e+00    -  1.27e-01 6.25e-02h  5
2335  1.2045640e-01 7.42e-04 4.57e-03  -9.0 5.29e-01    -  1.00e+00 1.00e+00H  1
2336  1.2024059e-01 2.51e-03 4.82e-03  -9.0 4.65e-01    -  1.00e+00 1.00e+00h  1
2337  1.2033633e-01 2.84e-04 1.73e-02  -9.0 2.24e-01    -  1.00e+00 1.00e+00h  1
2338  1.2032585e-01 2.94e-03 1.18e-02  -9.0 4.17e+00    -  2.21e-01 1.25e-01h  4
2339  1.2006248e-01 3.90e+00 3.13e-02  -9.0 3.13e+01    -  1.66e-01 4.02e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2340  1.1995407e-01 3.50e+00 8.62e-02  -9.0 8.98e+00    -  4.07e-01 9.92e-02h  1
2341  1.1834883e-01 1.69e+00 4.89e-02  -9.0 6.06e+00    -  1.25e-01 5.48e-01h  1
2342  1.1762488e-01 1.62e+00 1.10e-01  -9.0 1.07e+01    -  2.81e-07 3.83e-02h  1
2343  1.1785013e-01 1.45e+00 1.28e-01  -9.0 2.81e+00    -  2.16e-01 1.06e-01h  1
2344  1.1603117e-01 6.58e-01 1.65e-01  -9.0 2.55e+00    -  1.35e-01 1.00e+00h  1
2345  1.1587844e-01 6.41e-01 1.47e-01  -9.0 5.16e+00    -  5.04e-01 2.67e-02h  1
2346  1.1335378e-01 7.59e-01 3.55e+01  -9.0 1.13e+01    -  2.48e-05 1.12e-01h  1
2347  9.7467717e-02 2.33e+00 3.46e+01  -9.0 2.77e+02    -  2.36e-09 2.33e-02h  1
2348  9.5337902e-02 1.94e+00 2.83e+01  -9.0 6.78e+00    -  7.47e-02 1.81e-01h  1
2349  6.5967130e-02 1.30e+00 1.63e+01  -9.0 1.60e+01    -  1.20e-08 4.37e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2350 -1.0098075e-02 1.03e+00 3.43e-01  -9.0 6.67e+00    -  8.48e-03 1.00e+00h  1
2351 -9.1170284e-03 1.02e+00 3.39e-01  -9.0 7.09e+00    -  5.05e-01 1.11e-02h  1
2352  1.0998155e-01 3.19e-01 1.10e+00  -9.0 4.63e+00    -  1.85e-04 1.00e+00h  1
2353  1.0998131e-01 3.18e-01 1.07e+00  -9.0 2.99e+00    -  4.20e-01 3.74e-03h  1
2354  1.0766582e-01 2.59e-01 6.58e+02  -9.0 4.78e+00    -  7.76e-06 2.20e-01f  1
2355  1.2731160e-01 2.25e-04 8.89e-02  -9.0 2.51e+00    -  4.68e-01 1.00e+00H  1
2356  1.1906582e-01 7.67e-02 2.92e-01  -9.0 1.08e+00    -  9.61e-01 8.17e-01h  1
2357  1.1849588e-01 7.64e-02 5.29e+02  -9.0 8.45e+00    -  6.14e-07 2.46e-02h  5
2358  1.0565360e-01 3.23e-01 4.57e+02  -9.0 6.46e+01    -  2.75e-02 1.36e-01H  1
2359  1.0301410e-01 1.68e-01 3.09e-01  -9.0 4.25e+00    -  1.72e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2360  1.1932745e-01 2.22e-02 6.90e-02  -9.0 1.48e+00    -  4.75e-01 1.00e+00h  1
2361  1.1909076e-01 2.23e-02 1.15e-01  -9.0 7.29e+00    -  7.57e-01 4.34e-02h  1
2362  1.1958089e-01 2.66e-02 5.64e+03  -9.0 2.25e+00    -  3.64e-06 5.00e-01h  2
2363  1.2178750e-01 2.95e-04 1.05e-01  -9.0 1.34e+00    -  4.23e-01 1.00e+00H  1
2364  1.1872912e-01 6.10e-02 1.99e-01  -9.0 9.13e-01    -  6.17e-01 1.00e+00h  1
2365  1.1894589e-01 4.57e-02 1.06e-01  -9.0 8.81e-01    -  9.28e-01 2.50e-01h  3
2366  1.2023587e-01 1.30e-02 2.35e-02  -9.0 4.83e-01    -  1.00e+00 1.00e+00h  1
2367  1.2006042e-01 9.43e-03 4.02e-02  -9.0 4.73e-01    -  2.95e-01 1.00e+00h  1
2368  1.2005418e-01 9.39e-03 4.00e-02  -9.0 3.74e-01    -  1.00e+00 4.59e-03h  1
2369  1.1876744e-01 4.92e-03 2.56e+03  -9.0 7.03e-01    -  4.11e-07 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2370  1.2043678e-01 2.97e-03 1.86e-02 -10.1 2.63e-01    -  9.39e-01 1.00e+00h  1
2371  1.2043115e-01 1.56e-02 9.50e-02 -10.0 9.18e-01    -  1.39e-01 1.00e+00h  1
2372  1.1978088e-01 1.67e-02 5.36e-03 -10.0 9.16e-01    -  1.64e-02 1.00e+00h  1
2373  1.1986212e-01 1.47e-02 2.48e-03 -10.0 1.81e-01    -  1.00e+00 1.18e-01h  1
2374  1.2047660e-01 2.21e-04 1.20e+03 -10.0 5.78e-02    -  1.18e-09 1.00e+00h  1
2375  1.2047451e-01 3.75e-04 3.92e+02 -10.0 1.09e-01    -  1.00e+00 6.73e-01h  1
2376  1.2047078e-01 7.14e-04 8.88e-03 -10.0 1.40e-01    -  4.91e-04 1.00e+00f  1
2377  1.2038936e-01 5.69e-04 2.27e-04 -10.0 1.30e-01    -  7.27e-02 1.00e+00h  1
2378  1.2047804e-01 3.84e-06 2.62e-03 -10.0 8.87e-03    -  1.00e+00 1.00e+00h  1
2379  1.2047778e-01 5.13e-06 1.74e-03 -10.0 6.78e-03    -  9.11e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2380  1.2047746e-01 6.04e-06 1.91e-03 -10.0 7.48e-03    -  1.00e+00 1.00e+00h  1
2381  1.2047744e-01 9.33e-11 1.59e-05 -10.0 2.23e-05    -  1.00e+00 1.00e+00h  1
2382  1.2047666e-01 2.32e-05 3.26e-04 -10.0 1.44e-02    -  1.00e+00 1.00e+00h  1
2383  1.2047336e-01 4.24e-04 1.78e-03 -10.0 1.01e+01    -  3.51e-03 5.94e-03h  6
2384  1.2047181e-01 5.02e-04 2.45e-03 -10.0 8.57e+00    -  8.24e-01 3.40e-03h  7
2385  1.2047037e-01 5.64e-04 2.80e-03 -10.0 1.78e+01    -  7.97e-03 1.61e-03h  7
2386  1.2047027e-01 5.64e-04 2.80e-03 -10.0 5.27e+00    -  1.00e+00 3.65e-04h 11
2387  1.2047022e-01 5.64e-04 2.82e-03 -10.0 1.27e+01    -  1.51e-02 8.79e-05h 12
2388  1.2032506e-01 6.43e-01 1.39e-01 -10.0 5.37e+00    -  1.00e+00 5.35e-01h  1
2389  1.1132569e-01 3.80e-01 1.24e-01 -10.0 2.25e+00    -  6.80e-02 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2390  1.0490186e-01 3.45e-01 1.56e-01 -10.0 6.32e+00    -  9.66e-03 2.48e-01h  1
2391  1.0807238e-01 3.84e-01 2.82e-01 -10.0 7.55e+00    -  2.00e-01 3.90e-01h  2
2392  1.0851844e-01 4.42e-01 1.10e-01 -10.0 9.29e+00    -  2.82e-01 2.12e-01h  1
2393  1.1963779e-01 1.22e-01 7.40e+00 -10.0 5.97e+00    -  1.22e-03 1.00e+00h  1
2394  1.0809611e-01 2.41e-01 6.22e+00 -10.0 3.55e+01    -  2.10e-01 1.60e-01H  1
2395  1.1582208e-01 1.75e-01 7.32e-02 -10.0 5.15e+00    -  5.81e-01 1.00e+00h  1
2396  1.0348582e-01 3.83e-01 4.80e-01 -10.0 2.75e+01    -  1.36e-01 1.25e-01h  1
2397  1.1516182e-01 6.12e-02 1.24e-01 -10.0 1.85e+00    -  5.55e-08 1.00e+00h  1
2398  1.1538890e-01 6.18e-02 6.98e-02 -10.0 5.17e+00    -  3.90e-01 1.25e-01h  4
2399  1.1495007e-01 1.96e-01 4.84e-01 -10.0 3.43e+00    -  5.64e-01 4.91e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2400  1.1515116e-01 1.84e-01 4.56e-01 -10.0 2.28e+00    -  6.03e-01 6.25e-02h  5
2401  1.1436536e-01 1.70e-01 2.83e-01 -10.0 1.39e+01    -  1.34e-01 1.11e-01h  4
2402  1.0914151e-01 3.01e-01 1.14e-01 -10.0 1.14e+01    -  4.42e-01 2.87e-01h  1
2403  1.1091749e-01 1.47e-01 3.93e-01 -10.0 5.14e+00    -  8.81e-08 5.34e-01h  1
2404  1.0680318e-01 1.37e-01 5.89e-01 -10.0 3.35e+02    -  5.58e-05 5.08e-03h  1
2405  1.0591968e-01 1.93e-01 3.75e-01 -10.0 6.06e+00    -  6.77e-08 5.00e-01h  2
2406  1.0805921e-01 1.49e-01 5.86e-02 -10.0 2.59e+00    -  5.31e-01 1.00e+00h  1
2407  1.1939862e-01 7.45e-02 1.75e-01 -10.0 1.11e+00    -  4.11e-01 1.00e+00h  1
2408  1.1950941e-01 5.98e-02 1.46e-01 -10.0 1.21e+00    -  1.00e+00 3.42e-01h  1
2409  1.2012976e-01 2.06e-02 8.27e+02 -10.0 6.20e-01    -  6.01e-06 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2410  1.2027310e-01 2.39e-02 8.41e-02 -10.0 1.56e+00    -  8.34e-01 1.00e+00h  1
2411  1.2018162e-01 2.19e-02 7.83e-02 -10.0 4.42e+00    -  1.00e+00 9.90e-02h  1
2412  1.2032343e-01 1.47e-02 4.31e-02 -10.0 1.21e+00    -  2.07e-01 1.00e+00h  1
2413  1.2029872e-01 1.29e-02 4.70e-02 -10.0 3.44e+00    -  3.73e-01 2.50e-01h  3
2414  1.2025034e-01 7.54e-03 5.63e-02 -10.0 7.24e-01    -  1.00e+00 1.00e+00h  1
2415  1.2045833e-01 1.42e-03 4.88e-02 -10.0 1.80e-01    -  1.00e+00 1.00e+00h  1
2416  1.2044557e-01 1.44e-03 2.65e-02 -10.0 1.33e-01    -  1.00e+00 1.00e+00h  1
2417  1.2045794e-01 8.13e-04 3.72e-03 -10.0 1.96e-01    -  1.00e+00 5.00e-01h  2
2418  1.2054925e-01 1.88e-04 1.54e-02 -10.0 1.14e-01    -  1.00e+00 1.00e+00H  1
2419  1.2041832e-01 9.00e-04 1.89e-03 -10.0 1.07e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2420  1.2048459e-01 3.98e-06 2.37e-03 -10.0 8.75e-03    -  1.00e+00 1.00e+00h  1
2421  1.2048428e-01 1.98e-06 5.36e-04 -10.0 1.16e-02    -  1.00e+00 1.00e+00h  1
2422  1.2048041e-01 4.12e-04 2.40e-02 -10.0 2.64e-01    -  1.00e+00 5.00e-01h  2
2423  1.2047201e-01 3.24e-04 2.50e-03 -10.0 7.92e-02    -  1.00e+00 1.00e+00h  1
2424  1.2048338e-01 6.87e-06 2.10e-03 -10.0 1.60e-02    -  1.00e+00 1.00e+00h  1
2425  1.2048303e-01 5.10e-06 1.55e-03 -10.0 1.07e-02    -  1.00e+00 1.00e+00h  1
2426  1.2048341e-01 6.03e-06 1.82e-03 -10.0 1.09e-02    -  1.00e+00 1.00e+00h  1
2427  1.2048341e-01 3.39e-06 9.57e-04 -10.0 1.07e-02    -  1.00e+00 1.00e+00h  1
2428  1.2048328e-01 3.79e-06 1.72e-03 -10.0 1.35e-02    -  1.00e+00 1.00e+00h  1
2429  1.2048341e-01 6.38e-08 5.49e-04 -10.0 1.47e-02    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2430  1.2048348e-01 3.85e-08 4.14e-03 -10.0 1.06e-02    -  1.00e+00 1.00e+00H  1
2431  1.2048334e-01 3.16e-08 5.74e-04 -10.0 9.72e-03    -  1.00e+00 1.00e+00H  1
2432  1.2048328e-01 1.85e-06 2.86e-04 -10.0 1.17e-02    -  1.00e+00 1.00e+00h  1
2433  1.2048279e-01 1.17e-04 8.97e-03 -10.0 8.90e-02    -  1.00e+00 1.00e+00h  1
2434  1.2048144e-01 1.23e-04 1.78e-03 -10.0 5.13e-02    -  1.00e+00 1.00e+00h  1
2435  1.2047739e-01 3.13e-04 1.03e-02 -10.0 1.13e-01    -  1.00e+00 1.00e+00h  1
2436  1.2043402e-01 3.03e-04 1.55e-03 -10.0 1.30e-01    -  1.00e+00 1.00e+00h  1
2437  1.2048289e-01 1.95e-06 4.71e-04 -10.0 1.13e-02    -  1.00e+00 1.00e+00h  1
2438  1.2048256e-01 2.78e-05 2.03e-03 -10.0 4.92e-02    -  1.00e+00 1.00e+00h  1
2439  1.2048105e-01 1.09e-04 3.47e-03 -10.0 3.71e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2440  1.2048849e-01 7.17e-09 1.91e-02 -10.0 2.57e+00    -  1.00e+00 1.00e+00H  1
2441  1.2047505e-01 1.07e-04 1.17e-02 -10.0 4.29e+01    -  2.09e-01 1.37e-02h  3
2442  1.2047079e-01 4.36e-04 6.81e-03 -10.0 4.29e+00    -  3.01e-01 6.25e-02h  5
2443  1.2046342e-01 4.03e-04 1.02e-02 -10.0 4.99e+00    -  4.26e-01 2.82e-02h  5
2444  1.2046259e-01 3.98e-04 1.07e-02 -10.0 4.46e+00    -  1.00e+00 1.33e-02h  6
2445  1.2008328e-01 4.49e-02 2.83e-02 -10.0 4.12e+01    -  4.14e-02 7.67e-02h  1
2446  1.1963165e-01 5.36e-02 1.39e-01 -10.0 8.40e+00    -  2.59e-05 6.32e-01h  1
2447  1.1723688e-01 9.06e-02 1.46e-01 -10.0 4.16e+01    -  1.16e-07 6.25e-02h  1
2448  1.1980874e-01 4.29e-02 3.73e+01 -10.0 1.79e+00    -  4.25e-05 1.00e+00h  1
2449  1.1951644e-01 1.00e-01 2.90e+01 -10.0 8.78e+00    -  3.35e-01 2.23e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2450  1.1830572e-01 7.67e-02 6.30e-02 -10.0 2.85e+00    -  7.05e-06 1.00e+00h  1
2451  1.1841213e-01 6.50e-02 2.05e-02 -10.0 6.28e+00    -  3.49e-01 1.48e-01h  1
2452  1.1840579e-01 6.49e-02 2.38e-02 -10.0 1.18e+01    -  2.79e-06 1.58e-03h  1
2453  1.1949262e-01 3.22e-02 5.87e-02 -10.0 1.00e+00    -  1.15e-03 5.00e-01h  2
2454  1.1913922e-01 1.42e-01 6.20e-02 -10.0 1.41e+02    -  3.63e-03 2.04e-02h  1
2455  1.1913373e-01 1.37e-01 6.05e-02 -10.0 2.19e+00    -  1.00e+00 3.67e-02h  1
2456  1.1869151e-01 1.59e-01 1.19e+00 -10.0 4.68e+00    -  7.34e-04 2.50e-01h  3
2457  1.1879625e-01 1.03e-02 1.31e-01 -10.0 5.86e-01    -  3.76e-01 1.00e+00h  1
2458  1.1882654e-01 7.81e-03 7.22e-02 -10.0 3.74e+00    -  1.34e-01 1.69e-01h  1
2459  1.1883377e-01 7.80e-03 9.79e-02 -10.0 2.84e+00    -  2.04e-03 3.12e-02h  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2460  1.2068140e-01 2.44e-04 1.87e-01 -10.0 1.41e+00    -  3.26e-02 1.00e+00H  1
2461  1.2065713e-01 2.32e-04 1.83e-01 -10.0 2.10e+00    -  5.45e-01 3.12e-02h  6
2462  1.2071173e-01 3.29e-04 8.97e-03 -10.0 1.42e+00    -  1.71e-01 1.00e+00H  1
2463  1.1644958e-01 3.45e-01 3.18e-01 -10.0 5.56e+00    -  8.37e-02 1.00e+00h  1
2464  6.9272001e-02 3.51e-01 2.09e-01 -10.0 4.22e+00    -  3.01e-02 1.00e+00h  1
2465  1.1270809e-01 6.47e-02 1.08e-01 -10.0 1.53e+00    -  1.11e-02 1.00e+00h  1
2466  1.1689570e-01 2.78e-02 4.49e-02 -10.0 1.23e+00    -  1.00e+00 7.12e-01h  1
2467  1.2219342e-01 1.56e-04 3.91e+01 -10.0 1.40e+00    -  5.85e-10 1.00e+00H  1
2468  1.2039190e-01 3.84e-03 2.13e+00 -10.0 1.56e+00    -  2.04e-01 9.46e-01H  1
2469  1.2229888e-01 1.29e-04 8.09e-02 -10.0 7.22e-01    -  1.55e-06 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2470  1.1843660e-01 1.23e-02 9.76e-03 -10.0 3.08e-01    -  1.00e+00 1.00e+00h  1
2471  1.2039271e-01 1.43e-04 1.39e-03 -10.9 9.20e-02    -  1.00e+00 1.00e+00h  1
2472  1.1998973e-01 1.94e-01 3.07e-01 -11.0 2.47e+00    -  4.77e-01 8.03e-01h  1
2473  1.1429786e-01 2.92e-01 6.47e-02 -11.0 2.63e+00    -  1.33e-06 1.00e+00h  1
2474  1.1330722e-01 3.02e-01 1.45e-01 -11.0 3.47e+01    -  9.11e-03 1.10e-02h  1
2475  1.1779299e-01 1.18e-01 2.42e-01 -11.0 2.83e+00    -  7.01e-01 1.00e+00h  1
2476  1.1754745e-01 1.05e-01 9.96e-02 -11.0 4.40e+00    -  1.86e-01 1.08e-01h  1
2477  1.1964138e-01 1.17e-02 7.42e-02 -11.0 4.19e-01    -  1.15e-06 1.00e+00h  1
2478  1.1901085e-01 3.43e-02 2.67e-01 -11.0 1.86e+00    -  2.06e-01 1.00e+00h  1
2479  1.1963136e-01 2.06e-02 2.50e-01 -11.0 1.28e+00    -  5.99e-01 5.00e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2480  1.1941006e-01 8.29e-02 2.16e-01 -11.0 8.27e+00    -  2.38e-01 1.98e-01H  1
2481  1.1900466e-01 7.75e-02 1.25e-01 -11.0 1.29e+00    -  6.49e-07 1.00e+00h  1
2482  1.1899904e-01 6.68e-02 1.69e-01 -11.0 9.93e-01    -  5.02e-01 1.00e+00h  1
2483  1.1900235e-01 6.58e-02 1.64e-01 -11.0 5.29e-01    -  1.00e+00 1.56e-02h  7
2484  1.2000371e-01 9.64e-03 1.20e-02 -11.0 4.83e-01    -  1.00e+00 1.00e+00h  1
2485  1.2018282e-01 6.58e-03 2.31e-02 -11.0 4.34e-01    -  1.00e+00 1.00e+00h  1
2486  1.1947995e-01 7.35e-03 9.65e-03 -11.0 4.33e-01    -  1.00e+00 1.00e+00h  1
2487  1.2032792e-01 1.63e-04 4.61e-03 -11.0 6.50e-02    -  1.00e+00 1.00e+00h  1
2488  1.2029389e-01 3.65e-03 3.26e-02 -11.0 2.99e-01    -  1.00e+00 1.00e+00h  1
2489  1.2031517e-01 4.46e-03 1.51e-02 -11.0 6.98e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2490  1.2024076e-01 2.80e-03 3.05e-02 -11.0 2.79e-01    -  1.00e+00 1.00e+00h  1
2491  1.2058218e-01 7.33e-05 2.44e-02 -11.0 5.18e-01    -  1.00e+00 1.00e+00H  1
2492  1.1997961e-01 3.23e-03 9.85e-03 -11.0 4.66e-01    -  1.00e+00 1.00e+00h  1
2493  1.2027475e-01 5.18e-05 5.47e-03 -11.0 2.29e-02    -  1.00e+00 1.00e+00h  1
2494  1.2025821e-01 3.74e-04 1.61e-03 -11.0 8.24e-02    -  1.00e+00 1.00e+00h  1
2495  1.2027827e-01 4.67e-05 7.57e-04 -11.0 3.14e-02    -  1.00e+00 1.00e+00h  1
2496  1.2027708e-01 2.66e-05 1.67e-02 -11.0 2.06e-01    -  1.00e+00 1.00e+00H  1
2497  1.2027398e-01 2.81e-04 1.41e-02 -11.0 7.97e-01    -  1.00e+00 1.29e-01h  2
2498  1.2027327e-01 3.04e-04 1.29e-02 -11.0 3.01e+00    -  8.22e-01 8.55e-03h  3
2499  1.2027233e-01 3.22e-04 1.43e-02 -11.0 1.79e+00    -  1.00e+00 1.23e-02h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2500  1.2027162e-01 3.25e-04 1.36e-02 -11.0 3.67e-01    -  1.00e+00 7.87e-02h  2
2501  1.2027038e-01 3.48e-04 1.62e-02 -11.0 3.48e-01    -  1.00e+00 8.31e-02h  1
2502  1.2022257e-01 1.35e-01 7.19e-02 -11.0 1.06e+00    -  1.00e+00 1.00e+00h  1
2503  1.1914231e-01 1.12e-01 6.86e-02 -11.0 1.02e+00    -  8.37e-01 1.00e+00h  1
2504  1.1938531e-01 9.17e-02 5.21e-02 -11.0 2.44e+00    -  6.72e-01 5.00e-01h  2
2505  1.1989736e-01 7.56e-02 3.11e-02 -11.0 1.14e+00    -  3.13e-01 1.00e+00h  1
2506  1.1989980e-01 6.93e-02 1.72e-02 -11.0 5.01e+00    -  6.26e-01 8.04e-02h  2
2507  1.1994180e-01 4.88e-02 1.02e-02 -11.0 1.64e+00    -  1.00e+00 2.94e-01h  1
2508  1.2020344e-01 8.47e-03 3.27e-02 -11.0 3.50e-01    -  1.00e+00 1.00e+00h  1
2509  1.1985504e-01 4.40e-02 9.01e-02 -11.0 2.01e+00    -  1.00e+00 1.00e+00h  1
In iteration 2509, 1 Slack too small, adjusting variable bound
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2510  1.1968156e-01 4.06e-02 5.72e-02 -11.0 2.00e+00    -  1.00e+00 2.00e-01h  1
2511  1.1764113e-01 7.34e-01 9.79e-02 -11.0 4.21e+00    -  3.07e-01 7.85e-01h  1
2512  1.1793868e-01 3.04e-01 3.32e-01 -11.0 6.85e+00    -  2.32e-02 6.10e-01h  1
2513  1.1718405e-01 2.91e-01 2.66e-01 -11.0 5.00e+00    -  3.54e-10 4.48e-02h  1
2514  9.2866817e-02 1.21e+00 5.60e-01 -11.0 1.18e+01    -  7.63e-03 5.35e-01h  1
2515  1.0050524e-01 1.86e-01 2.94e-01 -11.0 2.32e+00    -  3.36e-08 1.00e+00h  1
2516  1.0046106e-01 1.83e-01 2.97e-01 -11.0 3.62e+00    -  3.10e-02 1.32e-02h  1
2517  7.7042195e-02 1.27e+00 7.57e+00 -11.0 8.15e+00    -  5.84e-05 1.00e+00h  1
2518  7.6920199e-02 1.25e+00 7.48e+00 -11.0 8.92e+00    -  1.15e-01 1.07e-02h  1
2519  7.6296752e-02 1.24e+00 7.41e+00 -11.0 7.04e+00    -  1.31e-01 1.08e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2520  8.8654857e-02 9.27e-01 1.23e-01 -11.0 3.97e+00    -  1.10e-06 1.00e+00h  1
2521  8.8663444e-02 9.24e-01 1.23e-01 -11.0 5.19e+00    -  3.90e-02 3.33e-03h  1
2522  1.0599132e-01 5.01e-01 7.22e-02 -11.0 3.07e+00    -  9.58e-06 1.00e+00h  1
2523  1.1515342e-01 2.53e-01 3.69e-01 -11.0 1.60e+00    -  1.89e-01 1.00e+00h  1
In iteration 2523, 1 Slack too small, adjusting variable bound
2524  1.1491713e-01 1.98e-01 1.03e-01 -11.0 2.32e+00    -  1.00e+00 5.34e-01h  1
2525  1.1973021e-01 5.27e-02 4.13e+00 -11.0 9.03e-01    -  1.43e-02 1.00e+00h  1
2526  1.2013327e-01 3.65e-02 2.05e+00 -11.0 8.72e-01    -  2.55e-01 5.00e-01h  2
2527  1.1977446e-01 5.28e-02 1.53e+00 -11.0 1.52e+00    -  7.21e-01 2.50e-01h  3
2528  1.1888076e-01 1.32e-02 7.90e-02 -11.0 1.07e+00    -  2.71e-01 1.00e+00h  1
In iteration 2528, 1 Slack too small, adjusting variable bound
2529  1.1999995e-01 3.82e-03 3.89e-02 -11.0 4.96e-01    -  1.00e+00 7.43e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2530  1.2061744e-01 1.64e-04 1.18e+00 -11.0 4.86e-01    -  7.79e-03 1.00e+00H  1
2531  1.2051181e-01 2.12e-04 3.87e-02 -11.0 3.86e-01    -  7.05e-01 1.00e+00H  1
2532  1.2170513e-01 3.60e-05 1.62e-01 -11.0 1.09e+00    -  6.10e-01 1.00e+00H  1
2533  1.2160961e-01 1.05e-04 1.53e-01 -11.0 1.46e+00    -  1.00e+00 3.68e-02h  5
2534  1.1801940e-01 9.28e-02 2.44e-01 -11.0 1.71e+00    -  3.27e-01 1.00e+00h  1
2535  1.1554745e-01 8.44e-02 9.85e-02 -11.0 2.04e+00    -  5.82e-02 5.00e-01h  2
2536  1.1552310e-01 8.41e-02 9.81e-02 -11.0 7.16e+00    -  1.00e+00 4.11e-03h  1
2537  1.1454621e-01 9.47e-02 1.80e-01 -11.0 1.63e+01    -  2.61e-03 6.63e-02h  3
2538  1.1848281e-01 1.18e-01 1.06e-01 -11.0 1.34e+00    -  7.20e-02 1.00e+00h  1
2539  1.1870839e-01 1.04e-01 9.74e-02 -11.0 7.11e-01    -  1.00e+00 1.25e-01h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
2540  1.1881395e-01 9.72e-02 9.01e-02 -11.0 5.94e-01    -  1.00e+00 6.25e-02h  5
2541  1.1885919e-01 9.41e-02 8.61e-02 -11.0 8.19e-01    -  1.00e+00 3.12e-02h  6
2542  1.1887780e-01 9.27e-02 8.87e-02 -11.0 1.46e+00    -  9.94e-01 1.56e-02h  7
2543  1.1888064e-01 9.25e-02 8.51e-02 -11.0 8.42e-01    -  1.00e+00 1.95e-03h 10
2544  1.2029056e-01 2.19e-02 1.42e-02 -11.0 1.26e+00    -  1.00e+00 1.00e+00h  1
2545  1.1990786e-01 2.77e-02 3.33e-02 -11.0 8.17e-01    -  1.00e+00 1.00e+00h  1
In iteration 2545, 1 Slack too small, adjusting variable bound
2546  1.1635336e-01 2.49e-02 2.15e-02 -11.0 8.69e-01    -  1.00e+00 9.74e-01h  1
2547  1.2045687e-01 6.26e-04 1.02e-02 -11.0 8.28e-02    -  3.75e-01 1.00e+00h  1
2548  1.2048349e-01 3.05e-04 1.72e-02 -11.0 1.24e-01    -  1.00e+00 1.00e+00h  1
2549  1.2047933e-01 9.64e-04 1.27e-02 -11.0 1.65e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
